Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
oleo essencial melaleuca preço;BRL;50;-25%;-57%;Alto;100;0,37;1,87;;;;;;90;90;90;50;40;40;30;50;40;40;30;30
oleo essencial alecrim cabelo;BRL;110;0%;-21%;Alto;99;0,33;1,24;;;;;;110;90;90;110;90;140;110;110;110;110;110;110
oleo essencial laranja doce wnf;BRL;30;0%;-25%;Alto;100;0,26;0,67;;;;;;20;20;30;30;20;30;30;40;30;30;20;30
oleo essencial puro de lavanda;BRL;70;0%;0%;Alto;100;0,37;1;;;;;;90;90;50;50;50;90;70;50;50;70;70;70
óleo essencial de alecrim doterra;BRL;480;0%;0%;Alto;100;0,33;0,62;;;;;;390;260;260;390;390;480;720;480;590;480;590;480
preço do óleo essencial de melaleuca;BRL;40;-57%;200%;Alto;100;0,27;0,95;;;;;;50;30;30;30;30;50;40;50;40;70;30;30
oleo de semete de uva;BRL;20;-33%;0%;Alto;100;0,28;0,9;;;;;;30;10;10;20;10;20;30;20;20;30;20;20
oleo de lavanda comprar;BRL;40;0%;0%;Alto;100;0,59;1,93;;;;;;50;30;40;50;50;70;50;30;50;40;20;40
aromaterapia lavanda benefícios;BRL;20;-25%;200%;Alto;97;0,18;0,84;;;;;;10;10;10;10;10;10;10;20;20;40;30;30
comprar oleo de lavanda;BRL;30;-33%;-33%;Alto;100;0,61;2,89;;;;;;40;50;20;20;20;40;40;30;20;30;20;20
oleo de melaleuca no difusor;BRL;30;-60%;-33%;Alto;81;0,79;1,19;;;;;;20;30;20;40;30;40;50;40;40;50;30;20
óleo essencial de hortelã;BRL;1600;-19%;-32%;Alto;100;0,36;1,01;;;;;;1600;1600;1300;1600;1600;1900;1900;1600;1300;1600;1300;1300
óleo essencial de limão siciliano laszlo;BRL;30;-50%;-86%;Alto;97;;;;;;;;70;50;40;30;40;40;30;30;30;20;20;10
oleo essencial de melaleuca pode ingerir;BRL;10;-50%;-67%;Alto;100;0,67;1,6;;;;;;20;10;10;10;10;10;10;10;10;20;10;10
óleo essencial de uva;BRL;140;-18%;0%;Alto;100;0,45;0,9;;;;;;110;140;110;140;140;170;140;140;140;170;110;140
oleo de uva natural;BRL;50;0%;-43%;Alto;100;0,27;0,88;;;;;;50;40;40;40;20;40;90;30;40;40;50;40
oleo essencial limao siciliano laszlo;BRL;30;0%;50%;Alto;100;0,33;0,74;;;;;;20;20;30;20;10;30;30;30;40;30;20;30
aromaterapia tea tree;BRL;40;-33%;-60%;Alto;95;0,39;2,01;;;;;;50;30;40;30;30;50;40;30;20;30;40;20
tea tree oleo;BRL;390;0%;-46%;Alto;100;0,71;2,22;;;;;;480;480;390;480;320;480;480;390;260;260;210;260
oleo essencial de melaleuca pode ser ingerido;BRL;30;0%;50%;Alto;77;0,32;1,1;;;;;;20;20;20;20;30;40;40;30;40;30;20;30
óleo essencial alecrim doterra;BRL;260;-19%;-34%;Alto;100;0,36;0,65;;;;;;320;260;210;260;170;320;320;320;320;260;260;210
oleo essencial de laranja silvestre;BRL;20;-50%;-50%;Alto;100;;;;;;;;20;20;10;20;10;20;20;10;20;20;10;10
lemon oleo essencial beneficios;BRL;40;-40%;50%;Alto;93;;;;;;;;10;30;20;20;70;140;70;30;30;50;30;30
preço de óleo de alecrim;BRL;20;-50%;-50%;Alto;100;0,28;1,1;;;;;;20;20;20;10;20;20;30;10;30;20;20;10
óleo essencial de melaleuca alternifolia;BRL;40;-25%;-25%;Alto;100;0,49;1,57;;;;;;20;30;30;40;40;40;30;40;40;40;50;30
óleo essencial de lavanda puro;BRL;110;0%;22%;Alto;100;0,44;1,19;;;;;;70;70;110;70;70;110;170;170;90;110;140;110
óleo essencial de limão do terra;BRL;50;0%;-57%;Alto;100;0,38;0,76;;;;;;50;70;50;70;40;50;50;50;50;30;20;30
gel de babosa aloe vera;BRL;70;0%;0%;Alto;100;0,33;1,01;;;;;;110;70;70;90;70;70;70;50;50;70;70;70
shampoo uva;BRL;40;33%;33%;Alto;92;;;;;;;;30;30;30;30;30;40;70;70;40;30;30;40
óleo vegetal de lavanda;BRL;90;-22%;-50%;Alto;100;0,5;1,27;;;;;;110;90;90;70;70;70;140;110;110;90;90;70
óleo de tea tree;BRL;1000;0%;-32%;Alto;100;0,71;2,79;;;;;;1600;1300;880;1300;880;1300;1600;1000;880;880;880;880
cheiro do oleo de melaleuca;BRL;20;-50%;-50%;Alto;81;;;;;;;;20;20;20;10;20;20;10;20;10;20;10;10
óleo essencial de alecrim no cabelo;BRL;260;0%;0%;Alto;98;0,15;0,77;;;;;;210;210;170;260;210;320;320;320;320;260;260;260
oleo essencial uva;BRL;30;33%;100%;Alto;97;0,42;1,29;;;;;;30;20;30;30;20;30;50;50;30;30;40;40
preço oleo essencial de lavanda;BRL;70;0%;-22%;Alto;100;0,38;1,11;;;;;;90;70;70;70;70;50;90;70;40;70;70;70
óleo puro de melaleuca;BRL;40;-57%;200%;Alto;100;0,49;1,15;;;;;;20;30;70;50;20;40;50;50;40;70;40;30
óleo tea tree;BRL;1900;0%;-16%;Alto;100;0,77;2,96;;;;;;1900;1900;1600;1600;1900;2400;2400;1900;1600;1600;1600;1600
oleo de lavanda para a pele;BRL;20;-50%;-50%;Alto;95;;;;;;;;10;10;20;10;10;30;20;30;20;20;20;10
oleo essencial lavanda francesa beneficios;BRL;50;-29%;67%;Alto;98;0,33;0,77;;;;;;50;40;30;70;40;50;70;70;70;70;50;50
tea tree aromaterapia;BRL;30;0%;-57%;Alto;100;0,3;1,6;;;;;;30;50;30;40;30;40;20;30;30;30;20;30
óleo essencial de tea tree benefícios;BRL;210;0%;136%;Alto;100;0,51;1,97;;;;;;90;170;110;110;210;260;320;320;320;260;260;260
beneficios oleo essencial limao siciliano doterra;BRL;20;100%;0%;Alto;76;;;;;;;;30;30;20;10;20;10;20;10;10;10;20;20
preço oleo essencial de melaleuca;BRL;30;0%;-43%;Alto;100;0,3;1,2;;;;;;30;30;40;30;20;30;40;40;30;40;30;40
inalação com oleo essencial de melaleuca;BRL;20;-67%;0%;Alto;72;;;;;;;;10;10;20;10;10;10;20;30;30;30;20;10
oleo de lavanda preço;BRL;390;-33%;-56%;Alto;100;0,38;0,99;;;;;;480;390;320;390;320;480;390;390;480;390;320;260
copaiba oleo essencial;BRL;720;22%;-18%;Alto;100;0,32;1,05;;;;;;720;590;590;720;590;880;720;720;880;590;720;720
óleo essencial de laranja doce clareia a pele;BRL;260;0%;-19%;Alto;94;0,65;1,05;;;;;;260;210;320;390;320;320;260;260;210;210;320;210
oleo lavanda como usar;BRL;30;0%;-50%;Alto;95;0,34;0,63;;;;;;30;30;20;20;30;30;40;40;20;20;30;20
óleo essencial tea tree benefícios;BRL;390;-19%;0%;Alto;100;0,51;1,88;;;;;;320;320;320;320;320;480;390;390;390;480;480;390
tea tree oleo de melaleuca;BRL;30;-40%;-25%;Alto;100;0,9;2,87;;;;;;50;30;20;20;20;40;20;20;40;50;40;30
oleo the tree;BRL;20;0%;0%;Alto;100;0,65;1,9;;;;;;10;20;10;10;20;30;40;10;10;10;10;10
óleo essencial hortelã;BRL;720;0%;0%;Alto;100;0,4;1,37;;;;;;720;720;720;720;720;880;880;880;720;720;880;720
oleo de smente de uva;BRL;20;-33%;0%;Alto;100;;;;;;;;20;20;10;20;10;10;20;10;20;30;20;20
óleo essencial;BRL;60500;0%;-18%;Alto;100;0,51;1,3;;;;;;49500;49500;49500;49500;49500;60500;60500;60500;60500;49500;60500;49500
oleo de lavanda propriedades;BRL;30;-50%;-60%;Alto;76;;;;;;;;50;40;30;40;20;30;40;40;30;40;20;20
oleo essencial alegria;BRL;50;0%;0%;Alto;100;0,35;1,54;;;;;;50;40;40;50;50;50;70;70;50;70;70;70
oleo essencial de lavanda qual o melhor;BRL;20;50%;50%;Alto;100;0,49;1,22;;;;;;20;10;10;20;10;30;40;20;30;20;30;30
oleo essencial lavanda rosto;BRL;20;0%;0%;Alto;91;;;;;;;;10;10;10;10;10;20;20;30;20;20;10;20
óleo de alecrim natural;BRL;40;-40%;-57%;Alto;100;0,27;1,04;;;;;;50;40;50;50;40;40;40;40;50;50;40;30
beneficios oleo essencial tea tree;BRL;20;0%;-33%;Alto;89;0,58;1,57;;;;;;20;20;20;20;20;30;30;30;10;20;20;20
composição química do óleo essencial de alecrim;BRL;20;150%;150%;Médio;58;0,38;1,09;;;;;;10;10;10;10;10;20;20;20;30;20;30;50
oleo essencial de copaiba;BRL;2400;-17%;0%;Alto;100;0,32;1,14;;;;;;2400;2400;1900;2400;1900;3600;2900;2900;2400;2900;2400;2400
oleo essencial tea tree beneficios;BRL;390;-19%;0%;Alto;100;0,51;1,88;;;;;;320;320;320;320;320;480;390;390;390;480;480;390
óleo essencial de lavanda no rosto;BRL;70;-22%;40%;Alto;74;0,35;0,49;;;;;;50;70;50;70;70;70;50;50;110;90;70;70
oleo de semnte de uva;BRL;480;0%;-19%;Alto;100;0,28;0,83;;;;;;480;390;320;480;390;480;480;390;480;480;480;480
oleo se semente de uva;BRL;30;-25%;-40%;Alto;100;0,32;0,61;;;;;;40;30;30;40;30;30;40;30;30;40;50;30
aloe e vera gel;BRL;70;40%;0%;Alto;100;0,52;1,31;;;;;;90;70;70;90;70;70;70;50;50;50;70;70
beneficios do oleo essencial lemon;BRL;30;-33%;-33%;Alto;67;0,29;0,41;;;;;;30;20;10;30;10;30;40;20;30;30;30;20
oleo de semwnte de uva;BRL;20;0%;0%;Alto;100;0,28;0,78;;;;;;20;20;10;20;20;20;20;10;20;20;30;20
óleo essencial de melaleuca propriedades;BRL;30;-33%;-50%;Alto;91;0,37;1,42;;;;;;30;40;20;30;30;20;40;30;40;30;30;20
benefícios do óleo essencial melaleuca;BRL;30;25%;67%;Alto;98;0,25;0,68;;;;;;10;20;10;10;10;20;10;50;50;40;40;50
o óleo de melaleuca;BRL;40;0%;-20%;Alto;90;0,5;0,96;;;;;;40;30;50;30;20;30;30;40;30;40;70;40
beneficios oleo essencial melaleuca;BRL;40;-20%;0%;Alto;89;0,36;1,33;;;;;;40;40;30;40;30;50;50;40;40;50;40;40
lavanda francesa oleo essencial;BRL;320;-18%;88%;Alto;100;0,33;0,98;;;;;;170;140;170;260;260;320;390;480;480;390;320;320
preço oleo de lavanda;BRL;20;50%;0%;Alto;100;0,37;0,81;;;;;;20;20;20;20;20;20;40;20;10;20;40;30
óleo essencial de lemon;BRL;260;0%;-34%;Alto;100;0,32;0,77;;;;;;260;210;210;260;210;260;320;320;260;210;210;210
oleo tree tea;BRL;110;-50%;-22%;Alto;100;0,65;2,27;;;;;;90;70;90;140;140;170;140;140;110;140;140;70
quais os benefícios do óleo essencial de melaleuca;BRL;40;-40%;-40%;Alto;89;0,15;1;;;;;;30;30;30;30;40;30;40;70;40;50;40;30
oleo essencial lavanda puro;BRL;30;-33%;100%;Alto;100;0,44;1,27;;;;;;10;20;20;40;20;50;30;40;20;30;20;20
oleo tree;BRL;20;0%;0%;Alto;96;0,7;3,16;;;;;;20;30;30;10;10;10;20;20;20;20;10;20
oleo essencial doterra ylang ylang;BRL;50;-29%;-29%;Alto;99;0,37;0,91;;;;;;40;40;50;40;40;50;50;20;70;70;140;50
oleo de lavanda no rosto;BRL;70;0%;0%;Alto;76;;;;;;;;70;70;50;40;50;50;90;70;70;70;70;70
oleo de lavanda valor;BRL;30;0%;50%;Alto;100;0,33;0,76;;;;;;30;20;10;30;40;40;30;20;20;30;10;30
óleo essencial de limão siciliano do terra;BRL;90;-57%;-57%;Alto;100;0,38;0,94;;;;;;50;70;110;140;90;140;110;140;70;70;70;30
oleo de melaleuca essencial australiano;BRL;20;100%;-33%;Alto;100;0,43;1,67;;;;;;40;20;40;20;20;30;10;20;30;10;20;20
oleo essencial de tea tree beneficios;BRL;210;0%;136%;Alto;100;0,51;1,97;;;;;;90;170;110;110;210;260;320;320;320;260;260;260
preço de oleo essencial de lavanda;BRL;40;-40%;-40%;Alto;100;0,36;0,73;;;;;;30;50;30;30;40;50;50;40;40;50;30;30
propriedades do óleo de melaleuca;BRL;90;-18%;0%;Alto;100;0,24;0,95;;;;;;90;90;90;90;70;110;110;90;90;110;90;90
beneficios do oleo essencial tea tree;BRL;20;0%;0%;Alto;82;0,51;1,56;;;;;;10;20;20;20;10;20;20;30;20;20;20;20
benefícios do óleo essencial de melaleuca;BRL;260;0%;0%;Alto;91;0,25;1,22;;;;;;260;210;210;210;210;320;210;320;320;260;260;260
óleo de semente de uva para pele;BRL;110;0%;-21%;Alto;100;0,34;0,91;;;;;;90;110;90;110;110;110;140;90;110;110;90;110
oleo essencial da alegria;BRL;90;-18%;-18%;Alto;98;0,38;1,3;;;;;;110;110;90;90;90;90;90;110;90;110;70;90
óleo vegetal de semente de uva;BRL;720;-18%;-33%;Alto;100;0,31;0,99;;;;;;720;590;590;590;590;720;720;720;590;720;590;590
oleo de melaleuca pode tomar;BRL;20;200%;50%;Alto;90;0,26;1,13;;;;;;10;10;10;20;20;20;20;30;20;10;30;30
óleo essencial de melaleuca benefícios;BRL;720;-61%;0%;Alto;96;0,29;0,96;;;;;;390;320;480;480;480;590;880;1000;880;1000;880;390
oleo essencial melaleuca beneficios;BRL;590;-64%;-71%;Alto;96;0,22;0,59;;;;;;720;720;590;720;720;480;590;720;590;590;260;210
propriedades do oleo essencial de melaleuca;BRL;50;0%;-43%;Alto;89;0,28;1,25;;;;;;50;50;40;40;40;50;50;50;50;40;50;40
óleo de lavanda francesa;BRL;170;-19%;50%;Alto;100;0,34;0,84;;;;;;260;170;110;110;110;140;210;210;170;260;170;210
oleo de limao doterra beneficios;BRL;10;0%;0%;Alto;92;;;;;;;;20;10;10;10;10;10;10;20;10;10;10;10
oleo de melaleuca qual o melhor;BRL;20;-40%;200%;Alto;100;0,59;1,86;;;;;;20;10;10;20;20;20;20;30;30;50;30;30
oleo de cemente de uva;BRL;40;0%;0%;Alto;100;0,28;0,59;;;;;;40;30;30;30;20;40;70;40;40;50;50;50
oleo do terra limao siciliano;BRL;20;0%;0%;Alto;100;0,38;0,63;;;;;;20;10;10;10;10;10;50;70;20;20;20;20
uso do oleo de melaleuca;BRL;20;-50%;-50%;Alto;98;0,12;1,5;;;;;;20;20;20;20;20;30;10;20;20;20;10;10
composição do óleo de melaleuca;BRL;20;0%;0%;Alto;99;0,52;0,96;;;;;;10;20;10;20;20;20;10;20;10;20;10;20
beneficios oleo essencial de melaleuca;BRL;30;-25%;0%;Alto;77;0,28;1;;;;;;30;30;30;40;20;30;40;30;20;40;50;30
oleo essencial alecrim by samia;BRL;10;0%;∞;Alto;100;0,58;1,91;;;;;;0;0;0;0;0;0;0;30;20;30;30;30
oleo essencial de laranja lima;BRL;40;50%;-73%;Alto;100;0,2;1,2;;;;;;50;50;50;40;30;50;40;30;20;20;20;30
lemon óleo essencial;BRL;390;0%;23%;Alto;100;0,33;0,76;;;;;;480;320;390;390;320;390;480;590;590;480;480;480
oleo essencial ylang ylang phytoterapica;BRL;20;-25%;∞;Alto;100;0,38;0,96;;;;;;0;0;0;0;0;50;40;50;30;40;30;30
oleo doterra ylang ylang;BRL;170;0%;0%;Alto;100;0,38;0,83;;;;;;170;140;110;110;140;170;140;140;170;170;260;170
tea tree é melaleuca;BRL;70;0%;0%;Alto;99;0,98;3,42;;;;;;90;50;50;40;50;90;110;90;110;90;70;90
oleos essenciais do terra limao siciliano;BRL;40;-50%;-67%;Alto;100;0,27;0,49;;;;;;30;40;40;20;50;50;50;50;30;20;20;10
oleo essencial de melaleuca serve para que;BRL;30;-50%;-50%;Alto;90;0,38;0,94;;;;;;30;20;20;20;20;20;30;30;40;40;20;20
banho com oleo essencial de alecrim;BRL;20;0%;100%;Alto;89;;;;;;;;20;10;30;20;10;20;10;20;10;20;20;20
oleo de semente de uva na pele;BRL;70;-22%;0%;Médio;65;0,47;1,16;;;;;;70;50;50;70;70;70;70;90;70;90;90;70
oleo essencial limao siciliano by samia;BRL;20;0%;-67%;Alto;100;0,63;1,53;;;;;;20;20;10;20;20;20;20;20;30;10;20;10
óleo vegetal semente de uva;BRL;720;-18%;0%;Alto;100;0,32;0,92;;;;;;720;720;590;720;720;880;880;880;880;880;880;720
oleo essencial laranja lima;BRL;40;-25%;-40%;Alto;100;0,27;0,6;;;;;;30;30;30;30;40;50;40;30;40;40;30;30
limão siciliano laszlo;BRL;20;50%;50%;Alto;100;0,22;0,86;;;;;;20;20;20;10;30;30;20;20;30;20;10;30
ylang ylang do terra;BRL;260;-19%;-35%;Alto;85;0,38;1;;;;;;260;210;210;210;260;320;260;320;260;210;320;170
oleo essencial laranja phytoterapica;BRL;40;0%;-20%;Alto;100;0,18;0,78;;;;;;40;30;30;30;40;40;40;40;30;40;40;40
do terra limão siciliano;BRL;210;0%;-81%;Alto;100;0,33;0,79;;;;;;260;210;260;260;210;320;260;320;170;50;70;50
oleo semente de uva pele;BRL;30;-33%;-60%;Alto;95;;;;;;;;30;20;30;20;30;40;20;30;20;30;20;20
preço do óleo de lavanda;BRL;30;25%;67%;Alto;100;0,28;0,64;;;;;;20;30;40;40;20;20;40;40;30;40;30;50
oleo essencial ylang ylang doterra;BRL;140;0%;-35%;Alto;100;0,38;0,81;;;;;;210;170;140;210;110;110;140;140;170;110;210;110
oleo de semente de uva para a pele;BRL;20;0%;-33%;Alto;88;;;;;;;;30;20;20;30;20;20;30;30;20;20;10;20
lavanda pele;BRL;20;0%;-50%;Alto;70;;;;;;;;20;20;30;30;20;20;40;30;20;20;20;20
limão do terra;BRL;140;0%;-57%;Alto;100;0,38;0,68;;;;;;170;140;140;210;140;140;140;170;110;90;70;90
oleo essencial de limão siciliano doterra;BRL;70;-29%;0%;Alto;100;0,38;0,69;;;;;;70;40;40;70;70;90;90;70;70;70;90;50
oleo essencial lemon beneficios;BRL;140;-36%;-47%;Alto;92;0,38;1,14;;;;;;170;140;140;140;170;210;170;170;210;140;90;90
tomar oleo de melaleuca;BRL;20;0%;0%;Alto;86;0,94;1,07;;;;;;30;20;20;20;20;20;30;20;10;20;20;20
óleo de semente de uva pele;BRL;70;0%;-29%;Alto;85;0,47;1,72;;;;;;70;70;50;70;50;50;70;50;70;50;50;50
oleo essencial de limão siciliano do terra pode ser ingerido;BRL;30;0%;-25%;Alto;97;0,38;0,67;;;;;;20;20;30;30;30;50;30;30;40;30;30;30
oleo essencial tea tree preço;BRL;10;0%;-50%;Alto;100;0,27;2,82;;;;;;20;20;30;20;20;20;10;10;10;10;10;10
oleos essenciais doterra ylang ylang;BRL;30;-25%;∞;Alto;100;0,36;0,93;;;;;;0;0;40;40;40;50;40;30;40;40;30;30
oleo essencial de laranja phytoterapica;BRL;70;0%;-29%;Alto;100;0,23;0,79;;;;;;50;70;90;70;70;70;50;70;70;50;50;50
quais os benefícios do óleo de melaleuca;BRL;140;24%;50%;Alto;100;0,2;0,96;;;;;;110;110;110;140;140;170;170;140;170;170;170;210
óleo de semestre de uva pele;BRL;10;0%;-93%;Alto;100;;;;;;;;20;20;30;10;20;10;10;20;10;10;10;10
óleo de melaleuca pode ser ingerido;BRL;90;-18%;29%;Alto;94;0,8;1,12;;;;;;90;90;90;90;90;90;110;110;110;110;90;90
aromaterapia lavanda como usar;BRL;50;0%;-20%;Alto;96;0,24;0,74;;;;;;40;40;40;50;40;40;50;50;90;40;50;40
óleo essencial melaleuca benefícios;BRL;590;-64%;-71%;Alto;96;0,22;0,59;;;;;;720;720;590;720;720;480;590;720;590;590;260;210
laszlo oleo essencial alecrim;BRL;10;0%;-50%;Alto;90;;;;;;;;10;10;10;20;10;20;20;20;20;10;10;10
inalação com oleo de melaleuca;BRL;30;-33%;0%;Alto;77;0,94;1,16;;;;;;20;20;20;20;20;20;40;30;30;30;40;20
óleo essencial de lavanda farmácia;BRL;90;0%;-22%;Alto;100;0,38;1,68;;;;;;50;70;50;50;70;110;140;110;90;70;140;70
oleo de lavanda rosto;BRL;20;-33%;0%;Alto;100;;;;;;;;10;20;20;10;20;10;20;20;20;30;10;20
oleo essencial de melaleuca para o cabelo;BRL;10;0%;0%;Médio;65;0,69;1,29;;;;;;20;10;10;20;20;20;20;20;10;10;10;10
óleo essencial para alegria;BRL;140;27%;0%;Alto;98;0,38;1,55;;;;;;140;140;140;140;110;140;140;140;110;110;110;140
oleo de caroço de uva;BRL;20;-67%;-67%;Alto;100;;;;;;;;10;10;20;10;10;10;30;20;20;30;20;10
oleo doterra lemon beneficios;BRL;30;-25%;-40%;Alto;95;0,33;0,73;;;;;;30;20;20;20;20;20;10;10;40;40;50;30
oleo de uva pele;BRL;20;-33%;-60%;Alto;92;;;;;;;;30;20;40;40;20;20;30;20;20;30;20;20
oleo essencial laszlo alecrim;BRL;20;0%;100%;Alto;100;0,24;0,78;;;;;;10;10;10;10;10;10;20;40;20;20;20;20
lemon dōterra benefícios;BRL;1300;-19%;30%;Alto;74;0,35;0,64;;;;;;880;880;880;1000;1300;1600;1600;1900;1900;1600;1600;1300
óleo essencial ylang ylang laszlo;BRL;70;0%;-44%;Alto;100;0,25;0,87;;;;;;90;50;50;50;50;50;70;70;70;50;70;50
óleo essencial de laranja amarga;BRL;260;324%;177%;Alto;99;0,21;0,76;;;;;;260;210;170;210;170;210;210;210;210;170;210;720
oleo de sememte de uva;BRL;30;50%;50%;Alto;93;0,29;1,13;;;;;;50;30;20;10;20;30;30;20;20;20;20;30
oleo essencial de ylang ylang para o cabelo;BRL;20;-50%;-50%;Médio;66;;;;;;;;20;20;10;20;10;10;30;20;30;20;10;10
semente uva;BRL;210;0%;0%;Alto;86;0,31;0,79;;;;;;170;140;210;210;170;170;170;210;170;210;210;210
essencia de limão siciliano do terra;BRL;20;0%;-67%;Alto;96;0,33;0,62;;;;;;20;10;20;20;20;20;10;20;20;10;10;10
oleo de uva para pele;BRL;110;0%;27%;Alto;100;0,27;1,1;;;;;;110;110;70;50;70;70;90;90;140;140;140;140
óleo essencial laranja amarga;BRL;210;88%;52%;Alto;100;0,19;0,76;;;;;;210;170;140;140;140;210;210;260;210;170;170;320
oleo de alecrim vegetal;BRL;210;-19%;-56%;Alto;100;0,3;0,71;;;;;;390;210;210;170;170;210;260;260;170;210;260;170
quais os benefícios do óleo de semente de uva;BRL;50;0%;40%;Alto;69;;;;;;;;40;40;50;50;50;40;40;40;50;70;50;70
oleo essencial limao siciliano do terra;BRL;20;-50%;-67%;Alto;100;0,38;0,83;;;;;;30;20;20;20;20;20;10;30;20;20;20;10
melaleuca oleo essencial beneficios;BRL;110;-71%;-76%;Alto;97;0,21;0,56;;;;;;140;110;110;140;90;90;140;210;210;140;50;40
oleo essencial doterra lemon beneficios;BRL;30;0%;∞;Alto;99;0,33;0,67;;;;;;70;50;30;70;30;20;20;20;20;10;30;10
oleo limao siciliano do terra;BRL;30;0%;-75%;Alto;100;0,44;0,78;;;;;;40;20;20;50;20;30;50;40;10;10;10;10
óleo ylang ylang doterra;BRL;90;0%;-18%;Alto;100;0,38;0,66;;;;;;70;90;50;70;50;90;140;140;110;90;140;90
oleo essencial de lavanda rosto;BRL;20;-50%;-50%;Alto;86;;;;;;;;20;20;10;20;20;20;30;20;10;20;20;10
oleo lemon doterra beneficios;BRL;50;50%;∞;Alto;100;0,38;0,68;;;;;;0;0;0;0;0;0;0;70;90;140;170;210
oleo de lavanda para o rosto;BRL;50;-22%;0%;Alto;100;0,33;1,08;;;;;;50;70;50;40;40;40;50;50;70;90;50;70
benefícios do óleo de melaleuca;BRL;1000;0%;14%;Alto;99;0,17;0,89;;;;;;880;880;880;1000;880;1000;1000;1000;1000;1000;1000;1000
ylang ylang oleo essencial doterra;BRL;70;-33%;-71%;Alto;84;0,38;0,57;;;;;;90;90;70;90;90;110;90;50;70;30;50;20
extração de óleo essencial de limão;BRL;20;-50%;-75%;Baixo;7;;;;;;;;40;30;10;20;20;30;30;30;10;20;20;10
benefício do óleo de semente de uva;BRL;390;0%;-19%;Alto;73;0,22;0,97;;;;;;390;390;320;390;390;390;390;390;390;390;480;390
limao siciliano oleo essencial do terra;BRL;10;0%;-50%;Alto;100;0,35;0,63;;;;;;20;20;20;30;10;10;20;10;10;10;10;10
tonico com oleo essencial de alecrim;BRL;20;50%;50%;Alto;82;;;;;;;;20;20;10;10;10;10;20;20;20;20;30;30
gel de aloe vera preço;BRL;20;0%;-67%;Alto;100;0,33;0,7;;;;;;10;10;20;20;10;20;10;20;30;10;10;10
oleo essencial limao siciliano doterra;BRL;110;0%;-18%;Alto;100;0,38;1;;;;;;140;110;110;110;110;170;140;140;110;90;110;90
beneficios do oleo de limao doterra;BRL;30;100%;-60%;Médio;59;;;;;;;;50;30;30;40;50;40;30;30;10;10;10;20
limão siciliano doterra beneficios;BRL;50;0%;-44%;Alto;68;0,38;0,79;;;;;;70;50;50;50;40;70;50;50;30;50;50;50
oleo de semente de uva rosto;BRL;50;-20%;-43%;Alto;100;;;;;;;;50;40;50;50;50;70;50;50;50;50;50;40
os benefícios do óleo de melaleuca;BRL;50;0%;0%;Alto;99;0,2;0,99;;;;;;50;70;70;40;70;50;50;40;40;70;70;70
óleo essencial de limão siciliano emagrece;BRL;260;53%;-56%;Alto;99;0,33;1,25;;;;;;480;320;320;390;320;320;210;260;170;170;260;260
benefícios do lemon doterra;BRL;140;21%;0%;Médio;57;0,34;0,52;;;;;;110;140;110;140;170;140;170;210;170;140;140;170
oleo de semente de uva comprar;BRL;40;0%;-40%;Alto;100;0,33;1,53;;;;;;50;40;50;40;40;50;30;30;50;30;40;30
oleo ylang ylang doterra;BRL;90;0%;-18%;Alto;100;0,38;0,66;;;;;;70;90;50;70;50;90;140;140;110;90;140;90
limão siciliano do terra;BRL;170;27%;-46%;Alto;100;0,38;0,73;;;;;;210;210;210;210;170;210;260;260;170;110;110;140
óleo de uva na pele;BRL;30;50%;-25%;Alto;86;;;;;;;;30;20;20;20;20;40;30;40;40;20;30;30
oleo essencial de melaleuca no shampoo;BRL;20;0%;-50%;Alto;100;0,46;19,32;;;;;;10;20;10;20;10;20;20;20;20;10;20;10
óleo tea tree benefícios;BRL;30;-33%;0%;Alto;100;0,51;1,56;;;;;;40;70;50;40;30;40;20;20;30;30;30;20
oleo essencial de copaiba aromaterapia;BRL;20;100%;0%;Alto;100;0,3;0,95;;;;;;20;10;10;10;10;30;30;20;20;10;10;20
oleo de lavanda é cicatrizante;BRL;20;0%;∞;Médio;64;;;;;;;;20;10;20;20;20;30;30;30;20;30;20;30
oleo de semente de uva para o rosto;BRL;70;29%;29%;Alto;100;0,45;0,92;;;;;;50;70;50;70;70;90;70;70;90;70;110;90
oleo de semente de uva no rosto;BRL;110;-35%;-21%;Alto;86;0,42;1,26;;;;;;110;110;110;70;90;110;140;110;110;170;140;110
beneficios oleo melaleuca;BRL;110;0%;0%;Alto;90;0,21;0,54;;;;;;110;110;90;90;110;90;110;110;90;90;110;90
receita de oleo essencial de alecrim;BRL;10;100%;-33%;Alto;82;0,25;0,46;;;;;;10;20;10;20;10;10;20;10;10;10;10;20
óleo essencial ylang ylang bioessência;BRL;70;-57%;-67%;Alto;100;0,35;1,29;;;;;;90;70;50;40;50;90;90;50;70;70;50;30
inalar oleo de melaleuca;BRL;20;0%;50%;Alto;93;0,62;1,13;;;;;;10;10;20;10;10;30;30;30;40;30;30;30
óleo tea tree como usar;BRL;20;0%;-67%;Alto;69;;;;;;;;20;20;10;10;10;30;30;10;10;10;20;10
