Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
óleos essenciais para estudar;BRL;140;0%;-21%;Alto;100;0,29;1,49;;;;;;110;90;90;140;140;170;260;140;140;110;170;110
oleo essencial infantil;BRL;40;25%;-29%;Alto;100;0,55;2,32;;;;;;40;40;30;30;30;40;40;30;50;40;90;50
oleos essenciais maringa;BRL;40;67%;0%;Médio;35;0,44;1,88;;;;;;40;30;50;50;40;30;20;30;30;30;40;50
alquimia oleos essenciais;BRL;40;-50%;-60%;Alto;100;0,47;1,32;;;;;;40;40;30;30;20;40;30;50;50;40;40;20
óleos essenciais alecrim beneficios;BRL;20;0%;-75%;Alto;96;;;;;;;;30;30;30;40;30;30;40;20;10;10;20;10
oleo essencial masculino;BRL;40;-40%;0%;Alto;100;0,83;1,63;;;;;;40;30;40;40;40;40;40;30;50;50;40;30
oleo essencial doce;BRL;40;-20%;100%;Alto;100;0,4;1,08;;;;;;30;50;30;50;30;30;40;40;30;50;40;40
oleo essencial florianopolis;BRL;50;67%;0%;Alto;70;0,83;1,6;;;;;;50;110;40;30;40;140;50;50;40;30;30;50
oleo de lavanda comprar;BRL;40;0%;0%;Alto;100;0,59;1,93;;;;;;50;30;40;50;50;70;50;30;50;40;20;40
oleo essencial de alecrim by samia;BRL;50;-20%;-43%;Alto;100;0,33;0,82;;;;;;50;50;40;40;40;90;70;50;50;50;70;40
óleos terra;BRL;880;-12%;0%;Alto;100;0,38;0,77;;;;;;880;880;720;720;720;880;1000;1000;1000;1000;1000;880
comprar oleo de alecrim;BRL;40;-20%;-20%;Alto;100;0,37;1,1;;;;;;50;50;40;50;50;50;40;40;30;50;40;40
olho essencial do terra;BRL;70;-50%;-67%;Alto;88;0,49;1,06;;;;;;30;40;90;70;110;140;170;140;10;20;10;10
melhores oleos essenciais para o rosto;BRL;20;100%;-50%;Alto;78;0,4;0,82;;;;;;40;30;30;30;30;20;20;20;20;10;20;20
oleo de lavanda no rosto;BRL;70;0%;0%;Alto;76;;;;;;;;70;70;50;40;50;50;90;70;70;70;70;70
função do óleo essencial de lavanda;BRL;30;-25%;0%;Alto;92;0,21;0,81;;;;;;20;30;20;30;20;40;30;30;40;40;40;30
oleos essenciais aracaju;BRL;50;-20%;-56%;Alto;100;0,36;0,84;;;;;;50;40;110;50;30;30;70;30;40;50;40;40
oléos essenciais do terra;BRL;22200;-18%;-84%;Alto;100;0,38;0,91;;;;;;33100;27100;27100;27100;27100;33100;33100;33100;18100;6600;5400;5400
oleo essencial alecrim pele;BRL;30;0%;-25%;Alto;70;0,34;1,31;;;;;;50;20;20;20;20;30;30;30;40;30;30;30
beneficios oleo essencial de lavanda;BRL;320;0%;22%;Alto;95;0,3;0,8;;;;;;320;260;320;320;260;390;390;480;390;390;390;390
oleo essencial de alecrim pele;BRL;30;0%;-40%;Alto;74;0,23;0,94;;;;;;20;30;30;20;30;40;20;40;30;30;40;30
óleo essencial de tea tree;BRL;720;0%;-33%;Alto;100;0,7;2,67;;;;;;880;880;720;880;590;880;880;720;590;590;590;590
óleo essencial para estudar;BRL;390;23%;23%;Alto;100;0,28;1,21;;;;;;320;260;210;390;480;590;590;480;480;390;590;480
óleos essenciais alecrim;BRL;210;0%;-19%;Alto;99;0,33;0,88;;;;;;210;170;170;210;140;210;210;210;210;170;170;170
oleo essencial de lavanda valor;BRL;50;0%;-29%;Alto;100;0,32;0,71;;;;;;50;30;50;50;50;90;70;90;50;50;50;50
alecrim oleo essencial beneficios;BRL;140;24%;-34%;Alto;95;0,18;0,56;;;;;;90;140;140;140;50;70;110;170;170;170;110;210
comprar óleos essenciais do terra;BRL;170;-36%;-73%;Alto;100;0,95;3,61;;;;;;210;210;140;210;210;210;170;210;140;110;140;70
oleo essencial de alecrim para pele;BRL;50;0%;-29%;Alto;75;0,26;1,03;;;;;;50;70;50;70;30;40;50;50;70;50;50;50
comprar oleo de lavanda;BRL;30;-33%;-33%;Alto;100;0,61;2,89;;;;;;40;50;20;20;20;40;40;30;20;30;20;20
da terra oleo essencial;BRL;90;150%;-71%;Alto;100;0,38;0,92;;;;;;90;70;90;90;90;110;140;110;50;20;30;50
quais os melhores oleos essenciais para difusor;BRL;20;-50%;-50%;Alto;100;0,38;0,98;;;;;;20;40;10;20;30;30;40;40;30;20;10;10
oleos essenciais rosto;BRL;30;-67%;-67%;Alto;100;0,41;1,77;;;;;;40;30;20;30;10;40;40;40;40;30;20;10
oleos essenciais cabelo;BRL;170;0%;-33%;Alto;100;0,11;1,14;;;;;;210;210;210;210;210;210;210;170;170;140;170;140
preço oleo essencial do terra;BRL;70;50%;-79%;Alto;100;0,42;0,97;;;;;;70;90;90;90;70;90;90;110;40;20;30;30
da terra aromaterapia;BRL;110;-50%;-22%;Alto;100;0,38;0,83;;;;;;90;90;110;170;140;140;140;110;110;140;90;70
da terra óleos essenciais;BRL;480;-85%;-88%;Alto;100;0,43;0,97;;;;;;590;480;480;480;480;480;590;590;480;590;210;90
oleo essencial cabelo;BRL;260;-19%;-34%;Alto;100;0,05;1,18;;;;;;320;320;320;320;210;320;320;320;260;260;320;210
óleo aromático;BRL;90;0%;-36%;Alto;100;0,42;1,4;;;;;;90;90;110;90;70;140;110;140;110;90;70;90
aromaterapia com lavanda;BRL;40;33%;33%;Alto;94;0,24;1,28;;;;;;30;50;20;40;40;50;50;40;40;30;30;40
óleo essencial sedativo;BRL;170;24%;50%;Alto;99;0,42;0,92;;;;;;140;170;140;170;170;170;210;210;210;170;170;210
oleo de lavanda para o rosto;BRL;50;-22%;0%;Alto;100;0,33;1,08;;;;;;50;70;50;40;40;40;50;50;70;90;50;70
óleo essencial calmante;BRL;590;0%;0%;Alto;100;0,35;1,05;;;;;;480;480;480;590;480;590;590;720;720;590;590;590
oleo essencial hidratante;BRL;110;0%;0%;Alto;100;0,41;1,89;;;;;;110;90;50;90;90;110;140;110;110;110;140;110
oleo essencial rosto;BRL;70;40%;-22%;Alto;100;0,34;1,42;;;;;;70;70;70;70;40;50;70;90;40;50;90;70
propriedades do óleo essencial de lavanda;BRL;110;22%;0%;Alto;84;0,27;0,64;;;;;;90;110;110;90;110;110;110;140;140;90;110;110
oleo essencial para tranquilidade;BRL;30;0%;-25%;Alto;100;0,44;1,34;;;;;;10;30;30;20;40;20;30;30;30;30;30;30
amazon oleo essencial;BRL;40;-29%;67%;Alto;100;0,48;0,91;;;;;;30;20;30;30;20;40;30;20;50;70;70;50
oleos essenciais joinville;BRL;50;0%;-79%;Alto;68;0,52;1,51;;;;;;90;30;90;70;50;70;70;70;20;30;70;30
óleo de alecrim puro;BRL;110;-21%;-21%;Alto;100;0,34;0,7;;;;;;110;140;90;110;70;110;140;110;110;140;140;110
óleo essencial para cabelo;BRL;720;-18%;-18%;Alto;100;0,05;0,79;;;;;;720;590;590;590;720;880;880;720;720;720;720;590
função do oleo essencial de alecrim;BRL;30;50%;0%;Alto;73;0,11;0,57;;;;;;40;20;30;20;30;30;40;20;30;20;30;30
oleo essencial feminino;BRL;50;-29%;0%;Alto;100;0,78;2,1;;;;;;50;70;40;40;30;70;50;30;40;70;30;50
óleos essenciais espiritualidade;BRL;90;-29%;-64%;Alto;97;0,53;1,28;;;;;;170;140;110;90;90;110;90;70;90;70;70;50
oleo essencial de alecrim na pele;BRL;50;-29%;0%;Médio;43;;;;;;;;50;50;30;30;40;40;70;50;40;70;70;50
óleo essencial de lavanda bioessência;BRL;390;-33%;-46%;Alto;100;0,48;1,17;;;;;;320;390;390;390;390;590;480;390;320;390;320;260
benefício do óleo de lavanda;BRL;590;0%;0%;Alto;95;0,21;0,48;;;;;;480;480;390;480;480;590;590;590;590;590;590;590
óleo essencial para o rosto;BRL;210;-19%;-19%;Alto;100;0,31;0,96;;;;;;170;170;140;170;170;170;260;210;210;260;210;210
oleos essenciais para rosto;BRL;50;-29%;-29%;Alto;100;0,39;1,11;;;;;;40;30;50;70;50;50;70;50;70;70;40;50
oleo essencial revenda;BRL;50;0%;-43%;Alto;100;0,86;4,17;;;;;;40;50;30;70;50;70;70;70;40;40;40;40
óleos essenciais para o cabelo;BRL;260;-19%;-46%;Alto;100;0,05;0,65;;;;;;260;260;170;260;260;390;320;260;260;260;210;210
oleo essencial expectorante;BRL;210;0%;86%;Alto;100;0,49;1,25;;;;;;140;140;140;140;170;210;170;260;260;260;260;260
óleos essenciais do terra comprar;BRL;90;0%;-93%;Alto;100;1,81;3,31;;;;;;140;140;90;90;70;140;140;110;70;10;10;10
óleos essenciais para revenda;BRL;170;-18%;0%;Alto;100;0,62;2,77;;;;;;110;170;110;170;210;260;210;140;170;170;210;140
aromaterapia conceito;BRL;20;100%;-33%;Alto;75;0,84;2,1;;;;;;30;30;20;20;10;30;10;30;20;10;10;20
rhr oleos essenciais;BRL;70;40%;0%;Alto;100;0,36;1,13;;;;;;90;70;70;50;50;70;70;70;50;50;40;70
oleo essencial de alecrim no rosto;BRL;40;-20%;0%;Alto;73;;;;;;;;40;40;30;30;30;40;30;50;50;50;40;40
oleo essencial no cabelo;BRL;140;-21%;-35%;Alto;89;0,05;0,51;;;;;;110;140;110;110;70;170;140;170;140;140;110;110
óleo essencial relaxante;BRL;260;0%;0%;Alto;100;0,36;1,5;;;;;;210;260;210;210;260;260;320;320;260;320;260;320
oleo essencial para crianca;BRL;210;0%;0%;Alto;100;0,14;1,19;;;;;;210;140;140;140;170;210;320;260;210;210;210;210
olho essencial da terra;BRL;30;-100%;-100%;Desconhecido;;;;;;;;;70;90;40;10;20;20;20;20;30;10;10;0
óleos essenciais em salvador;BRL;50;0%;-79%;Alto;100;0,42;1,25;;;;;;110;50;50;50;70;40;40;40;20;30;10;30
oleo essencial lavanda bioessencia;BRL;170;-47%;-47%;Alto;100;0,46;1,22;;;;;;170;140;170;170;140;210;260;140;170;170;140;90
oleo essencial recife;BRL;70;-20%;-56%;Alto;96;0,41;1,25;;;;;;70;70;50;70;50;70;90;110;140;50;50;40
óleos essenciais para difusor;BRL;480;0%;0%;Alto;100;0,57;1;;;;;;390;390;390;390;390;590;590;720;590;480;480;480
oleo essencial americanas;BRL;30;-50%;-50%;Alto;100;0,27;1,25;;;;;;40;40;30;20;20;40;50;40;30;20;30;10
tisserand oleos essenciais;BRL;70;40%;0%;Alto;99;0,3;1,43;;;;;;40;70;40;110;70;90;90;50;50;50;90;70
oleos essenciais tea tree;BRL;70;40%;0%;Alto;100;0,9;2,92;;;;;;90;70;70;70;50;90;90;50;70;50;70;70
alecrim na aromaterapia;BRL;30;0%;0%;Alto;84;0,11;0,75;;;;;;30;30;50;30;20;30;30;30;40;30;20;30
oleo essencial memoria;BRL;40;100%;33%;Alto;100;0,33;1,36;;;;;;30;30;30;40;40;40;40;50;40;20;40;40
oleos essenciais para casa;BRL;20;50%;0%;Alto;100;0,29;1,24;;;;;;20;20;20;10;20;30;20;30;20;20;20;30
beneficio do oleo de lavanda;BRL;590;0%;0%;Alto;95;0,21;0,48;;;;;;480;480;390;480;480;590;590;590;590;590;590;590
benefício do óleo de alecrim;BRL;720;0%;-18%;Alto;76;0,18;0,45;;;;;;720;720;590;720;590;720;720;720;720;720;720;720
óleo essencial de laranja doce;BRL;2900;0%;-19%;Alto;100;0,27;0,82;;;;;;3600;3600;3600;3600;2900;3600;3600;2900;2900;2900;2900;2900
revendedor oleos essenciais;BRL;20;-67%;-67%;Alto;100;0,8;2,87;;;;;;10;20;20;20;20;20;20;20;30;30;20;10
rhr oleo essencial;BRL;40;25%;-29%;Alto;100;0,35;1,15;;;;;;50;40;30;30;40;70;50;40;40;40;40;50
óleo essencial de alecrim do terra;BRL;110;29%;-47%;Alto;100;0,36;0,66;;;;;;210;110;90;110;110;170;170;140;90;70;90;90
oleo essencial lavanda propriedades;BRL;30;-33%;-50%;Alto;94;0,31;0,77;;;;;;50;30;30;30;20;30;30;30;30;30;20;20
oleo essencial para os cabelos;BRL;40;0%;0%;Alto;100;0,05;0,59;;;;;;40;40;20;40;30;50;40;30;40;50;40;50
oleo essencial revigorante;BRL;20;0%;-50%;Alto;98;0,32;1,45;;;;;;40;30;20;20;20;20;40;20;20;20;20;20
oleos essenciais femininos;BRL;30;0%;-33%;Alto;100;0,42;1,08;;;;;;30;30;30;30;20;70;50;30;30;20;30;20
alecrim aromaterapia;BRL;260;0%;0%;Alto;99;0,13;1,08;;;;;;260;260;210;210;210;260;260;260;210;260;260;260
aroma oleos essenciais;BRL;40;0%;0%;Alto;100;0,32;1,39;;;;;;70;30;50;30;30;50;30;50;40;40;50;40
oleo essencial para rosto;BRL;110;-18%;0%;Alto;100;0,37;1,01;;;;;;110;110;70;90;90;110;110;140;110;110;90;90
óleos essenciais ylang ylang;BRL;140;-36%;-18%;Alto;100;0,32;1,08;;;;;;140;140;110;90;110;140;140;140;140;140;110;90
oleo essencial de alecrim para concentração;BRL;40;0%;-40%;Alto;93;0,24;1,02;;;;;;50;30;20;30;40;50;40;40;30;30;40;30
quais os oleos essenciais para o cabelo;BRL;30;200%;-40%;Alto;88;0,11;0,8;;;;;;40;50;40;20;30;20;20;10;20;10;40;30
óleo essencial do terra comprar;BRL;140;0%;-84%;Alto;100;0,65;3,5;;;;;;260;210;170;170;170;170;170;170;90;50;40;50
óleo essencial para energizar;BRL;50;-33%;-33%;Alto;100;0,49;2,02;;;;;;50;50;50;70;50;50;40;40;30;30;40;20
oleo essencial alecrim do terra;BRL;40;-33%;-33%;Alto;85;0,33;1,04;;;;;;30;30;30;50;30;70;70;40;50;30;40;20
oleos essenciais para cabelo;BRL;1000;-12%;-32%;Alto;100;0,11;0,95;;;;;;1000;1000;880;880;880;1300;1300;1000;880;1000;880;880
óleos da terra;BRL;4400;0%;0%;Alto;100;0,38;0,79;;;;;;4400;3600;3600;4400;3600;4400;5400;5400;4400;4400;4400;4400
oleo essencial de lavanda harmonie;BRL;50;25%;-29%;Alto;100;0,3;1,01;;;;;;50;50;30;70;50;70;70;50;50;40;70;50
óleo essencial ylang ylang;BRL;2400;0%;-17%;Alto;100;0,33;0,93;;;;;;2900;2900;2400;2400;1900;2900;2900;2900;2900;2400;2400;2400
comprar oleo essencial do terra;BRL;90;-25%;-79%;Alto;100;0,98;3,61;;;;;;140;110;110;90;90;110;90;90;110;40;30;30
oleos essencias da terra;BRL;90;21%;143%;Alto;100;0,43;1,13;;;;;;40;40;30;40;40;90;90;50;110;140;210;170
óleo de lavanda preço;BRL;390;-33%;-56%;Alto;100;0,38;0,99;;;;;;480;390;320;390;320;480;390;390;480;390;320;260
óleo essencial de morango aromaterapia;BRL;30;-33%;-33%;Alto;87;0,46;0,84;;;;;;20;30;30;20;40;20;50;30;30;30;30;20
óleo essencial laranja doce;BRL;2900;21%;21%;Alto;100;0,27;0,86;;;;;;2400;2400;2400;2400;2400;2900;3600;3600;2900;2400;2900;2900
melhores óleos essenciais para difusor;BRL;140;0%;767%;Alto;100;0,46;1,15;;;;;;10;30;30;40;40;110;210;140;260;260;260;260
óleo essencial para o cabelo;BRL;210;-19%;-35%;Alto;99;0,05;0,63;;;;;;170;210;170;210;210;210;260;210;210;210;210;170
óleo essencial de gengibre aromaterapia;BRL;50;25%;-29%;Alto;100;0,43;1,33;;;;;;70;50;50;40;40;50;90;70;70;40;70;50
óleo essencial de ylang ylang;BRL;1000;0%;-23%;Alto;100;0,35;1,09;;;;;;1300;1000;1000;1000;880;1300;1000;1300;1000;1000;1000;1000
valor dos oleos essenciais do terra;BRL;50;-43%;-43%;Alto;100;0,38;1,08;;;;;;40;50;30;70;50;70;70;70;50;70;40;40
blend de óleos essenciais do terra;BRL;70;0%;133%;Alto;100;0,38;0,77;;;;;;40;40;30;40;30;40;140;90;90;70;70;70
óleo essencial limão siciliano;BRL;2400;-21%;-21%;Alto;100;0,38;0,92;;;;;;1900;1900;1900;1900;1900;2400;2900;2900;2400;2400;2400;1900
aromaterapia alecrim;BRL;390;-18%;-18%;Alto;99;0,16;1,08;;;;;;390;320;390;390;320;480;480;480;390;390;390;320
oleo essencial phytoterapica lavanda;BRL;50;0%;25%;Alto;100;0,29;1,03;;;;;;90;70;40;40;40;50;70;40;50;50;40;50
oleo essencial no rosto;BRL;40;0%;0%;Alto;80;0,36;1,6;;;;;;40;40;40;50;40;50;50;50;40;40;40;40
oleo essencial pro cabelo;BRL;40;0%;-40%;Alto;100;0,05;0,96;;;;;;30;20;40;40;30;40;50;50;30;30;40;30
oleo de alecrim aromaterapia;BRL;40;33%;-20%;Alto;100;0,29;0,64;;;;;;30;30;50;30;30;40;40;50;40;30;50;40
oleo essencial lavanda harmonie;BRL;30;-33%;-50%;Alto;100;0,25;0,87;;;;;;30;30;20;40;20;30;30;40;30;30;30;20
inalador oleos essenciais;BRL;30;-25%;50%;Alto;100;0,44;1,04;;;;;;50;10;10;30;30;50;30;30;30;40;40;30
mix de oleos essenciais;BRL;260;-19%;0%;Alto;100;0,33;0,76;;;;;;260;260;260;260;210;320;320;260;260;320;320;260
oleo essencial hem;BRL;30;100%;-50%;Alto;100;;;;;;;;50;40;40;50;30;40;30;30;40;10;30;20
óleo essencial alecrim doterra;BRL;260;-19%;-34%;Alto;100;0,36;0,65;;;;;;320;260;210;260;170;320;320;320;320;260;260;210
oleo essencial para mulher;BRL;30;-33%;0%;Alto;100;0,23;1,35;;;;;;30;40;20;20;20;70;40;30;20;30;40;20
óleo de alecrim benefícios;BRL;1600;0%;60%;Alto;96;0,16;0,49;;;;;;880;1300;1300;1600;1600;1600;1600;1600;1600;1600;1600;1600
oleo essencial para despertar;BRL;40;0%;-20%;Alto;100;0,49;1,29;;;;;;40;20;30;30;30;50;50;50;50;40;50;40
blend oleos essenciais do terra;BRL;90;0%;-36%;Alto;100;0,38;1,14;;;;;;110;110;70;50;90;110;110;70;70;70;90;70
terra óleos essenciais;BRL;480;0%;-19%;Alto;100;0,41;1,02;;;;;;480;480;480;480;390;480;590;590;480;480;480;480
óleo alecrim beneficios;BRL;30;0%;-20%;Alto;97;0,28;0,79;;;;;;40;30;20;20;40;50;30;40;40;40;30;40
óleo de alecrim doterra;BRL;390;-19%;0%;Alto;100;0,35;0,63;;;;;;390;260;260;390;320;390;390;480;590;590;590;480
óleo essencial de alecrim doterra;BRL;480;0%;0%;Alto;100;0,33;0,62;;;;;;390;260;260;390;390;480;720;480;590;480;590;480
ylang ylang óleo essencial;BRL;1000;-18%;-55%;Alto;100;0,37;1;;;;;;1300;1600;1300;1300;1300;1300;1000;880;720;720;720;590
oleos essenciais massagem;BRL;40;-20%;-43%;Alto;100;0,43;0,87;;;;;;50;40;30;40;40;40;40;30;50;50;30;40
oleos essenciais no cabelo;BRL;50;-20%;-43%;Alto;88;0,1;0,82;;;;;;50;50;50;40;50;70;70;50;70;50;40;40
óleo essencial de limão siciliano;BRL;2400;-21%;-34%;Alto;100;0,35;0,86;;;;;;2400;2400;1900;2400;1900;2900;2400;2900;2400;2400;2400;1900
oleo essencial massagem;BRL;50;-43%;-56%;Alto;100;0,3;1,02;;;;;;70;50;40;70;70;70;50;50;70;70;50;40
oleos essenciais revenda;BRL;70;-20%;-56%;Alto;100;0,84;3,97;;;;;;90;50;50;50;70;90;90;90;50;50;50;40
oleos essenciais rhr;BRL;30;-33%;-50%;Alto;100;0,36;1,3;;;;;;40;30;40;20;20;40;20;30;20;30;30;20
óleo essencial de laranja;BRL;2900;0%;-19%;Alto;100;0,28;0,81;;;;;;3600;2900;2900;2400;1900;3600;3600;3600;2900;2900;3600;2900
ylang ylang para cabelo;BRL;30;50%;-25%;Alto;86;;;;;;;;40;30;30;30;20;30;30;40;30;20;40;30
oleo essencial imunidade;BRL;140;-36%;-18%;Alto;100;0,49;2,73;;;;;;90;170;140;170;170;260;140;170;140;140;110;90
oleo essencial no difusor;BRL;110;0%;-36%;Alto;100;0,55;1,1;;;;;;110;90;90;90;70;110;140;140;90;90;110;90
tea tree óleo essencial;BRL;480;22%;85%;Alto;100;0,59;2,24;;;;;;320;390;260;390;390;590;590;590;720;590;590;720
do terra óleos essenciais;BRL;6600;-81%;-90%;Alto;100;0,38;0,88;;;;;;9900;8100;6600;6600;6600;8100;8100;8100;6600;5400;2400;1000
quimica dos oleos essenciais;BRL;70;0%;-43%;Alto;100;0,48;4,58;;;;;;70;70;70;50;70;70;50;50;90;40;50;40
oleo essencial bebe;BRL;90;-18%;0%;Alto;100;0,27;0,59;;;;;;90;70;50;90;70;70;90;110;140;110;110;90
essencias terra;BRL;40;33%;33%;Alto;100;0,4;1,01;;;;;;30;50;20;40;40;50;40;50;50;30;30;40
laranja doce óleo essencial;BRL;880;-18%;-33%;Alto;100;0,24;0,79;;;;;;880;880;880;720;720;1000;1000;1300;880;720;590;590
livro sobre óleos essenciais;BRL;260;-19%;-46%;Alto;100;0,33;1,32;;;;;;390;390;210;260;210;320;260;320;210;260;260;210
oleo essencial bom para o cabelo;BRL;40;-25%;-25%;Alto;96;0,05;0,69;;;;;;30;50;50;40;40;40;40;40;30;40;50;30
composição do óleo essencial de lavanda;BRL;30;100%;0%;Alto;77;0,48;1,4;;;;;;70;30;10;20;10;30;20;30;20;10;20;20
livro óleos essenciais;BRL;390;0%;-34%;Alto;100;0,38;1,73;;;;;;480;390;390;390;390;480;590;480;390;390;390;390
essências da terra;BRL;320;23%;0%;Alto;100;0,38;0,82;;;;;;320;260;260;260;320;260;390;320;320;260;260;320
nebulizador oleos essenciais;BRL;10;0%;0%;Alto;100;;;;;;;;20;10;10;10;30;20;20;20;10;10;10;10
óleo essencial tea tree;BRL;1900;0%;-33%;Alto;100;0,56;3,37;;;;;;1900;1600;1600;1600;1600;1900;2400;2400;1900;1600;1600;1600
oleos essenciais para ambiente;BRL;40;-40%;-40%;Alto;100;0,45;1;;;;;;40;40;30;30;40;40;40;30;30;50;30;30
óleo de laranja doce;BRL;880;-18%;-18%;Alto;100;0,34;0,74;;;;;;880;880;880;1000;1000;1000;1000;1000;880;880;720;720
oleo essencial grandha;BRL;70;-22%;0%;Alto;100;0,23;0,8;;;;;;70;50;50;70;50;90;90;90;90;90;110;70
vaporizador óleos essenciais;BRL;110;-22%;-59%;Alto;100;0,52;1,32;;;;;;110;90;90;110;70;110;170;90;110;90;90;70
óleo essencial de lavanda do terra preço;BRL;30;-100%;0%;Desconhecido;;;;;;;;;0;0;0;0;40;50;70;70;50;10;10;0
frasco oleo essencial;BRL;70;-29%;0%;Alto;100;0,31;0,99;;;;;;50;40;70;50;90;70;90;70;70;70;90;50
oleos essenciais hidratantes;BRL;40;33%;-20%;Alto;97;0,53;2,38;;;;;;40;30;10;30;20;50;40;50;40;30;40;40
aromaterapia tea tree;BRL;40;-33%;-60%;Alto;95;0,39;2,01;;;;;;50;30;40;30;30;50;40;30;20;30;40;20
oleos essenciais maceio;BRL;30;-33%;-50%;Alto;98;0,41;1,18;;;;;;40;20;20;30;10;20;30;20;30;30;10;20
óleo essencial de lavanda by samia;BRL;140;0%;-18%;Alto;100;0,82;2,02;;;;;;140;170;140;110;110;170;170;170;140;140;140;140
da terra oleos essenciais comprar;BRL;70;-33%;-88%;Alto;100;0,88;3,33;;;;;;110;90;70;70;50;90;90;110;30;30;20;20
essencias do terra;BRL;390;0%;-33%;Alto;100;0,39;0,82;;;;;;390;320;320;320;390;390;480;480;390;320;320;320
oleo essencial alkimia;BRL;30;0%;-50%;Alto;100;0,51;1,14;;;;;;40;30;20;30;40;50;40;50;30;20;30;20
shampoo oleos essenciais;BRL;50;-29%;0%;Alto;100;0,45;1,63;;;;;;40;30;70;50;50;50;50;50;70;70;70;50
da terra oleos;BRL;880;-19%;-87%;Alto;100;0,38;0,83;;;;;;1300;1300;1000;1000;880;1300;1600;1600;480;210;210;170
oleo essencial now lavanda;BRL;40;-33%;-60%;Alto;100;0,34;0,77;;;;;;40;30;30;50;40;50;70;40;50;30;30;20
óleos essenciais difusor;BRL;390;0%;-46%;Alto;100;0,49;1,08;;;;;;480;390;390;320;320;390;480;590;390;320;390;320
óleo essencial ylang ylang aromaterapia;BRL;70;0%;-73%;Alto;100;0,42;0,8;;;;;;110;90;50;70;50;50;50;70;50;30;50;30
tea tree aromaterapia;BRL;30;0%;-57%;Alto;100;0,3;1,6;;;;;;30;50;30;40;30;40;20;30;30;30;20;30
óleo essencial hortelã;BRL;720;0%;0%;Alto;100;0,4;1,37;;;;;;720;720;720;720;720;880;880;880;720;720;880;720
de lavanda;BRL;140;0%;55%;Alto;94;0,3;0,57;;;;;;110;110;90;90;110;110;110;140;110;170;210;170
óleo essencial de hortelã;BRL;1600;-19%;-32%;Alto;100;0,36;1,01;;;;;;1600;1600;1300;1600;1600;1900;1900;1600;1300;1600;1300;1300
vaporizador de oleos essenciais;BRL;390;0%;-19%;Alto;100;0,52;1,04;;;;;;390;320;320;320;260;480;480;590;480;390;390;390
comprar oleos do terra;BRL;90;33%;-71%;Alto;100;1,34;3,64;;;;;;110;90;90;140;70;110;110;90;70;30;40;40
óleo ylang ylang;BRL;1300;0%;-19%;Alto;100;0,31;0,84;;;;;;1300;1000;1000;1300;1000;1300;1600;1300;1300;1300;1600;1300
oleo essencial de ylang;BRL;30;0%;0%;Alto;100;0,4;0,85;;;;;;20;20;10;20;20;40;40;50;40;30;30;30
oleos essenciais do terra valores;BRL;210;-22%;-78%;Alto;100;0,38;0,82;;;;;;320;260;210;210;170;210;260;210;140;90;70;70
óleo de ylang ylang;BRL;720;22%;0%;Alto;100;0,29;0,84;;;;;;720;720;590;880;720;720;720;880;720;720;1000;880
óleo de limão siciliano;BRL;720;0%;-18%;Alto;100;0,38;0,76;;;;;;720;720;720;720;590;720;720;720;720;590;590;590
oleo essencial de melaleuca aromaterapia;BRL;40;25%;25%;Alto;98;0,3;1,15;;;;;;40;40;30;30;30;40;30;40;40;40;40;50
oleo essencial ylang;BRL;70;40%;0%;Alto;100;0,41;0,99;;;;;;50;70;50;30;40;70;90;110;70;50;70;70
oleo essencial para purificar o ambiente;BRL;40;0%;67%;Alto;100;0,32;1,02;;;;;;30;20;30;30;30;40;50;40;40;50;50;50
livros de oleos essenciais;BRL;140;-21%;-35%;Alto;100;0,38;1,52;;;;;;170;140;140;140;110;140;140;110;140;140;170;110
preço dos óleos essenciais do terra;BRL;30;100%;-20%;Alto;100;0,38;0,88;;;;;;40;40;40;30;30;40;20;40;40;20;20;40
oleo essencial laranja;BRL;880;0%;-18%;Alto;100;0,33;0,99;;;;;;880;880;880;590;720;1000;1000;1000;880;720;880;720
oleo de alecrim no rosto;BRL;110;-36%;-18%;Médio;51;0,38;0,89;;;;;;110;90;90;90;90;110;110;110;110;140;170;90
oleos essenciais no difusor;BRL;30;-25%;-25%;Alto;100;0,42;1,26;;;;;;30;50;30;30;40;30;30;30;20;40;30;30
blend de oleos;BRL;590;-19%;0%;Alto;100;0,49;1,77;;;;;;590;590;390;480;480;590;590;590;590;590;720;480
oleo essencial de limão siciliano aromaterapia;BRL;70;467%;240%;Alto;99;0,38;1,09;;;;;;50;30;40;40;40;90;110;90;70;30;70;170
tea tree oleo essencial;BRL;480;22%;85%;Alto;100;0,59;2,24;;;;;;320;390;260;390;390;590;590;590;720;590;590;720
ylang ylang cabelo;BRL;170;-34%;133%;Alto;100;0,37;1,2;;;;;;90;70;90;140;140;170;210;210;210;320;260;210
óleo essencial desintoxicante;BRL;40;100%;-20%;Alto;100;0,3;0,97;;;;;;50;50;40;30;30;50;40;40;20;20;50;40
