Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
loja cosmeticos sao paulo;BRL;50;0%;-57%;Alto;76;0,79;2,43;;;;;;70;90;50;50;70;50;50;40;50;30;50;30
loja cosmeticos veganos;BRL;20;0%;-67%;Alto;91;0,92;2,03;;;;;;20;20;50;20;10;40;30;20;20;10;20;10
loja cosmetics;BRL;6600;22%;0%;Alto;100;0,97;3,97;;;;;;6600;6600;6600;5400;5400;5400;6600;6600;5400;5400;5400;6600
loja cosméticos florianópolis;BRL;30;-50%;-50%;Baixo;17;;;;;;;;30;30;50;20;30;30;40;50;30;20;70;10
loja cosméticos goiania;BRL;210;-18%;-33%;Médio;35;0,46;1,71;;;;;;210;260;170;210;140;210;140;390;140;170;260;140
loja cosméticos joinville;BRL;70;-29%;-29%;Baixo;17;;;;;;;;40;50;90;70;50;70;40;70;70;70;50;50
loja cosméticos virtual;BRL;70;50%;-79%;Alto;92;0,71;1,66;;;;;;110;110;70;140;110;90;40;40;30;20;20;30
loja de cosmetica;BRL;33100;0%;-18%;Alto;94;0,86;3,18;;;;;;33100;33100;33100;27100;27100;27100;27100;33100;27100;27100;33100;27100
loja de cosmetico campinas;BRL;590;49%;83%;Baixo;29;0,44;1,26;;;;;;390;320;320;390;390;480;720;590;720;590;720;880
loja de cosmetico curitiba;BRL;720;14%;108%;Baixo;29;0,63;1,65;;;;;;390;390;390;390;480;590;880;880;720;880;880;1000
loja de cosmetico online;BRL;1900;30%;-55%;Alto;100;0,86;3,4;;;;;;2400;2400;1900;1900;1900;2900;1900;1300;1300;1000;1300;1300
loja de cosmeticos atacado;BRL;90;0%;-18%;Alto;100;0,58;1,19;;;;;;110;90;70;90;90;90;110;70;70;90;70;90
loja de cosmeticos bh;BRL;140;180%;-33%;Médio;41;0,8;13,57;;;;;;170;210;210;170;210;170;90;90;50;50;140;140
loja de cosmeticos em campinas;BRL;390;-46%;-64%;Médio;54;0,49;1,13;;;;;;590;480;480;480;390;590;480;320;260;390;390;210
loja de cosmeticos em sao paulo;BRL;170;0%;-33%;Alto;88;0,79;2,15;;;;;;140;170;90;210;90;170;110;390;140;140;170;140
loja de cosmeticos em sp;BRL;170;0%;-21%;Alto;100;0,84;2,97;;;;;;210;210;140;210;170;210;170;140;210;110;140;110
loja de cosmeticos jundiai;BRL;210;23%;88%;Médio;41;0,56;1,38;;;;;;170;140;170;140;170;210;390;260;260;260;260;320
loja de cosmeticos naturais;BRL;320;50%;-19%;Alto;100;0,84;2,14;;;;;;320;390;390;390;260;390;480;480;390;260;260;390
loja de cosmeticos rio de janeiro;BRL;210;22%;333%;Alto;71;0,62;1,41;;;;;;70;70;40;110;70;50;260;320;320;320;260;390
loja de cosmeticos rj;BRL;170;-36%;-82%;Médio;49;0,72;1,52;;;;;;260;320;260;260;210;210;70;140;90;110;40;70
loja de cosmeticos sao paulo;BRL;70;125%;0%;Médio;40;0,8;2,02;;;;;;90;90;170;50;50;90;70;50;90;40;50;90
loja de cosmeticos sp;BRL;70;125%;29%;Médio;43;0,81;3,54;;;;;;90;90;40;90;50;110;70;50;30;40;70;90
loja de cosmeticos são paulo;BRL;260;22%;333%;Alto;68;0,91;2,29;;;;;;90;50;70;50;70;90;320;390;390;320;880;390
loja de cosmeticos veganos;BRL;90;0%;-36%;Alto;100;0,75;2,09;;;;;;140;110;70;110;70;70;110;90;70;70;90;70
loja de cosmética;BRL;33100;0%;-18%;Alto;94;0,86;3,18;;;;;;33100;33100;33100;27100;27100;27100;27100;33100;27100;27100;33100;27100
loja de cosmético em são paulo;BRL;140;86%;53%;Médio;41;0,8;2,33;;;;;;140;110;110;140;110;140;110;140;140;140;170;260
loja de cosmético no brás;BRL;210;24%;-34%;Médio;54;0,44;1,14;;;;;;260;320;210;210;210;90;110;140;140;170;170;210
loja de cosméticos atacado são paulo;BRL;50;80%;29%;Alto;100;0,61;1,67;;;;;;70;50;30;30;20;30;50;50;70;50;90;90
loja de cosméticos em bh;BRL;210;-18%;-46%;Alto;90;0,71;11,21;;;;;;210;260;210;210;320;260;170;140;110;170;140;140
loja de cosméticos em florianópolis;BRL;70;133%;0%;Baixo;16;0,5;2,17;;;;;;90;50;70;70;50;40;90;50;40;30;90;70
loja de cosméticos florianópolis;BRL;140;-22%;-67%;Baixo;24;0,5;1,4;;;;;;170;140;210;210;210;210;140;110;90;90;50;70
loja de cosméticos goiania;BRL;480;-19%;0%;Baixo;32;0,6;1,45;;;;;;590;480;480;590;390;590;590;480;390;590;590;480
loja de cosméticos joinville;BRL;210;24%;24%;Baixo;8;0,45;1,67;;;;;;170;210;170;140;140;210;210;390;210;210;210;260
loja de cosméticos jundiaí;BRL;40;100%;-71%;Médio;53;0,65;1,23;;;;;;50;90;70;40;40;50;40;40;20;10;20;20
loja de cosméticos para revenda;BRL;30;-33%;0%;Alto;100;0,54;1,43;;;;;;10;40;40;30;30;20;30;30;30;30;20;20
loja de cosméticos virtual;BRL;50;0%;0%;Alto;97;0,77;3,03;;;;;;50;40;40;50;40;70;70;40;40;50;50;50
loja de maquiagem orgânica;BRL;20;0%;0%;Alto;100;0,66;2,03;;;;;;30;20;30;20;20;10;20;20;20;20;20;20
loja de produtos cosmeticos;BRL;110;22%;-35%;Alto;97;0,79;2,26;;;;;;140;110;110;110;90;110;140;110;110;90;110;110
loja de produtos cosmeticos naturais;BRL;10;0%;0%;Alto;100;0,79;3,18;;;;;;20;20;10;10;10;20;10;20;10;10;10;10
loja de produtos de cosmeticos;BRL;10;0%;-50%;Alto;98;0,53;1,38;;;;;;20;10;20;10;20;20;20;20;10;10;20;10
loja do cosmetico;BRL;20;0%;-67%;Médio;57;;;;;;;;20;20;30;20;20;20;30;10;10;10;10;10
loja dos cosmeticos;BRL;390;0%;-33%;Alto;89;0,61;1,79;;;;;;390;480;480;320;320;320;320;390;320;320;320;320
loja online cosmeticos;BRL;170;-48%;-48%;Alto;100;0,88;4,84;;;;;;170;210;170;170;170;260;210;140;170;210;140;110
loja online de cosmeticos;BRL;320;23%;-18%;Alto;100;0,88;3,78;;;;;;390;390;260;390;390;390;390;320;260;260;260;320
loja produtos cosmeticos;BRL;30;-33%;0%;Alto;100;0,83;1,8;;;;;;70;20;40;20;20;20;40;20;20;30;20;20
loja virtual cosmeticos;BRL;70;0%;-44%;Alto;100;0,95;4,11;;;;;;70;70;70;70;70;90;90;50;40;50;40;50
loja virtual de cosmeticos;BRL;140;-18%;-57%;Alto;99;0,79;3;;;;;;170;170;140;170;170;170;210;140;140;110;140;90
lojas de dermocosméticos online;BRL;20;100%;0%;Alto;100;1,37;2,57;;;;;;30;20;30;30;30;30;30;30;10;10;10;20
lojas de produtos de beleza;BRL;1900;-16%;-16%;Alto;79;0,84;2,9;;;;;;1900;1900;2400;1900;1600;1900;1900;1900;1600;1900;1600;1600
lojas virtuais de cosmeticos;BRL;30;150%;150%;Alto;100;0,73;3,41;;;;;;40;40;20;30;30;30;40;40;20;20;10;50
maquiagem natura é vegana;BRL;10;0%;-50%;Alto;73;0,75;5,83;;;;;;20;20;10;10;10;10;30;10;10;10;10;10
maquiagem organica;BRL;880;0%;-12%;Alto;100;0,58;1,94;;;;;;1000;1000;880;880;720;880;880;720;720;880;880;880
maquiagem organica vegana;BRL;20;-67%;-67%;Alto;100;0,63;2,04;;;;;;10;20;20;30;10;20;40;20;20;30;20;10
maquiagem orgânica;BRL;880;0%;-12%;Alto;100;0,58;1,94;;;;;;1000;1000;880;880;720;880;880;720;720;880;880;880
maquiagem orgânica marcas;BRL;50;80%;0%;Alto;100;0,47;1,29;;;;;;40;30;50;50;30;90;50;40;50;50;70;90
maquiagem vegana;BRL;5400;23%;0%;Alto;100;0,47;1,05;;;;;;4400;4400;4400;2900;3600;4400;14800;6600;4400;4400;3600;5400
maquiagem vegana e organica;BRL;40;75%;0%;Alto;100;0,49;1,4;;;;;;40;40;20;20;30;30;30;30;40;40;30;70
maquiagem vegana marcas;BRL;50;-33%;-78%;Alto;100;0,41;0,91;;;;;;90;70;40;40;20;40;110;50;20;30;20;20
maquiagem veganas;BRL;90;0%;-29%;Alto;100;0,5;1,31;;;;;;70;50;70;50;90;50;260;110;70;50;50;50
maquiagens veganas e naturais;BRL;30;150%;400%;Alto;100;0,43;1,04;;;;;;40;20;30;30;10;10;40;30;10;20;30;50
marca cosmeticos naturais;BRL;30;50%;-25%;Alto;100;0,84;2,58;;;;;;40;40;30;30;40;40;40;40;20;20;10;30
marca cosmeticos veganos;BRL;40;0%;33%;Alto;100;0,73;2,98;;;;;;50;40;40;20;20;30;90;40;30;40;30;40
marca de cosmeticos naturais;BRL;210;24%;-34%;Alto;100;0,8;2,06;;;;;;210;210;170;210;170;210;260;210;210;170;140;210
marca de cosmeticos veganos;BRL;40;0%;-40%;Alto;100;0,7;2;;;;;;70;50;20;40;30;40;110;50;40;30;20;30
marca de cosméticos;BRL;1000;0%;14%;Alto;91;0,52;1,56;;;;;;880;720;720;880;720;880;1300;1000;1000;1000;1300;1000
marca de produtos veganos;BRL;140;0%;0%;Alto;100;0,46;1,25;;;;;;90;110;70;70;50;110;590;110;140;90;70;90
marca maquiagem vegana;BRL;30;-25%;50%;Alto;99;0,48;1,8;;;;;;30;40;40;20;30;10;40;30;30;40;30;30
marca vegana;BRL;210;24%;0%;Alto;81;0,53;1,28;;;;;;260;210;170;170;170;210;480;320;260;170;170;210
marca vegana de maquiagem;BRL;70;0%;-29%;Alto;100;0,51;1,34;;;;;;90;50;70;50;50;70;140;70;90;50;90;50
marcas cosmeticos brasil;BRL;20;0%;-50%;Alto;80;0,53;10,91;;;;;;20;40;20;10;20;10;30;20;20;10;20;10
marcas cosmeticos naturais;BRL;40;0%;-57%;Alto;100;1,02;2,1;;;;;;30;50;50;50;40;70;50;50;30;30;30;30
marcas cosméticos veganos;BRL;40;0%;33%;Alto;100;0,73;2,98;;;;;;50;40;40;20;20;30;90;40;30;40;30;40
marcas de beleza veganas;BRL;40;-33%;-33%;Alto;100;0,59;2,46;;;;;;20;20;20;20;30;20;170;50;20;30;10;20
marcas de cabelo veganas;BRL;90;-29%;-29%;Alto;100;0,38;2,09;;;;;;50;50;50;50;40;90;320;110;50;70;50;50
marcas de cosmeticos organicos;BRL;10;0%;0%;Alto;100;0,85;3,02;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
marcas de cosmeticos veganas brasileiras;BRL;170;-18%;-36%;Alto;100;0,83;3,84;;;;;;110;140;140;140;110;170;590;210;140;110;90;90
marcas de cosméticos orgânicos;BRL;90;0%;80%;Alto;100;0,58;2,03;;;;;;40;70;70;110;70;70;140;110;70;90;90;90
marcas de dermocosméticos;BRL;260;-33%;0%;Alto;100;0,65;2,27;;;;;;260;320;210;210;210;260;260;320;260;390;320;260
marcas de maquiagem brasileiras veganas;BRL;20;-50%;-50%;Alto;80;0,36;0,83;;;;;;10;10;20;20;10;10;90;20;10;20;20;10
marcas de maquiagem vegana;BRL;260;-19%;-35%;Alto;99;0,43;0,89;;;;;;210;260;210;140;140;170;880;480;260;210;210;170
marcas de maquiagem veganas;BRL;720;0%;-19%;Alto;100;0,44;0,92;;;;;;480;480;480;390;320;390;4400;880;480;390;390;390
marcas de produtos de beleza veganos;BRL;30;0%;50%;Alto;98;0,66;2,71;;;;;;20;30;10;20;10;20;140;40;20;30;10;30
marcas de produtos de cabelo veganas;BRL;170;-36%;0%;Alto;100;0,37;1,27;;;;;;110;110;110;90;110;110;480;210;140;140;110;90
marcas de produtos naturais para cabelos;BRL;50;40%;75%;Alto;100;0,5;1,99;;;;;;30;50;50;40;40;70;90;40;70;50;50;70
marcas maquiagem vegana;BRL;70;25%;-29%;Alto;99;0,44;1,3;;;;;;50;70;50;50;40;50;170;110;90;40;90;50
marcas naturais;BRL;70;0%;-22%;Alto;78;0,45;1,24;;;;;;90;40;50;40;50;50;70;70;70;70;70;70
marcas produtos cabelo;BRL;40;-29%;0%;Alto;100;0,5;3,94;;;;;;30;50;30;50;30;40;40;40;40;70;50;50
marcas produtos naturais;BRL;90;40%;-50%;Alto;74;0,46;1,43;;;;;;90;70;70;90;90;110;110;110;110;50;90;70
marcas vegana;BRL;210;24%;0%;Alto;81;0,53;1,28;;;;;;260;210;170;170;170;210;480;320;260;170;170;210
marcas veganas de maquiagem;BRL;390;-19%;-19%;Alto;100;0,47;1,05;;;;;;210;260;210;210;140;140;1600;480;260;260;260;210
marcas veganas maquiagem;BRL;70;0%;0%;Alto;100;0,46;1,39;;;;;;40;40;40;40;30;50;320;90;70;40;30;40
melhores marcas de maquiagem vegana;BRL;10;0%;-50%;Alto;100;0,73;36,69;;;;;;10;10;10;10;10;10;30;30;20;10;10;10
melhores sites de cosmeticos;BRL;50;-25%;-40%;Alto;100;0,83;2,62;;;;;;70;50;40;50;30;70;50;40;40;40;50;30
natura comprar cosméticos e perfumes;BRL;30;0%;-89%;Alto;100;0,73;7,96;;;;;;110;140;40;20;10;30;10;10;10;10;10;10
natura cosmeticos telefone;BRL;140;55%;21%;Baixo;26;0,43;1,82;;;;;;170;110;110;140;110;170;170;140;110;110;170;170
natura maquiagem vegana;BRL;30;0%;-33%;Alto;100;0,38;1,41;;;;;;30;40;30;20;30;20;40;20;20;20;20;20
natura produtos veganos;BRL;140;0%;-18%;Alto;100;0,56;2;;;;;;170;140;170;140;140;140;260;170;170;140;110;140
natural cosmeticos;BRL;260;22%;22%;Alto;100;0,89;2,93;;;;;;260;260;170;210;210;210;210;210;260;320;390;390
natural e organico;BRL;20;100%;-33%;Alto;100;0,42;5,57;;;;;;20;20;20;20;10;20;40;20;30;10;30;20
natural orgânico;BRL;170;0%;0%;Alto;100;0,78;7,66;;;;;;170;170;140;140;170;210;170;170;170;170;170;170
natural vegano;BRL;260;-34%;-34%;Alto;99;0,47;2,28;;;;;;260;210;170;170;140;110;170;320;480;320;480;210
natureza produtos de cabelo;BRL;20;-50%;-50%;Alto;100;0,27;23,63;;;;;;50;30;10;20;10;20;20;30;30;40;10;20
oleos cosmeticos;BRL;70;-43%;-20%;Alto;100;0,41;1,31;;;;;;40;260;90;50;40;70;90;50;40;70;50;40
oleos essenciais veganos;BRL;40;-50%;-50%;Alto;100;0,38;0,95;;;;;;30;50;40;40;30;30;50;50;40;40;30;20
oleos essencias cosmeticos;BRL;10;50%;∞;Alto;100;0,47;1,25;;;;;;0;0;0;0;0;0;20;20;20;20;30;30
organica cosmeticos;BRL;880;0%;0%;Alto;100;1,25;7,49;;;;;;880;880;720;720;720;880;880;880;880;720;880;720
organica produtos naturais;BRL;50;80%;200%;Alto;100;0,28;1,43;;;;;;40;40;30;40;40;50;50;40;50;50;70;90
organico loja;BRL;40;50%;-25%;Alto;100;0,83;6,28;;;;;;40;70;50;30;30;40;50;50;30;20;30;30
orgânica cosméticos;BRL;880;0%;0%;Alto;100;1,25;7,49;;;;;;880;880;720;720;720;880;880;880;880;720;880;720
orgânico natural cosméticos;BRL;40;-50%;-80%;Alto;100;1,11;4,78;;;;;;50;70;70;50;30;40;40;50;10;20;20;10
os produtos da natura são veganos;BRL;30;0%;-33%;Baixo;25;0,53;10,11;;;;;;20;20;30;20;10;30;140;40;20;20;10;20
para cosméticos;BRL;30;25%;67%;Médio;59;0,6;3,07;;;;;;30;30;30;30;20;30;50;30;40;40;30;50
perfumaria comprar online;BRL;10;0%;-50%;Alto;100;0,92;2,93;;;;;;20;10;10;10;10;30;20;10;20;10;10;10
perfumaria cosmeticos;BRL;170;0%;-18%;Alto;89;0,87;3,19;;;;;;140;260;210;210;110;170;210;140;140;140;210;140
perfumaria vegana;BRL;720;0%;0%;Alto;100;0,41;1,3;;;;;;590;590;590;590;390;590;1300;880;720;590;590;590
perfume vegano;BRL;720;0%;-33%;Alto;100;0,47;1,33;;;;;;880;880;880;720;590;590;1300;880;880;590;720;590
perfumes vegano;BRL;720;0%;0%;Alto;100;0,41;1,3;;;;;;590;590;590;590;390;590;1300;880;720;590;590;590
produto cosmetico;BRL;1600;0%;-16%;Alto;100;0,69;1,93;;;;;;1600;1600;1300;1300;1600;1900;2400;1900;1900;1600;1900;1600
produto cosméticos;BRL;1600;0%;-16%;Alto;100;0,69;1,93;;;;;;1600;1600;1300;1300;1600;1900;2400;1900;1900;1600;1900;1600
produto de beleza vegano;BRL;390;0%;0%;Alto;100;0,73;2,24;;;;;;390;390;320;260;260;320;1000;590;320;320;320;320
produto de cosmético;BRL;390;0%;0%;Alto;100;0,69;2,06;;;;;;320;390;260;260;260;390;390;390;390;390;480;390
produto natural;BRL;3600;0%;-18%;Alto;91;0,61;1,63;;;;;;3600;2900;2900;2900;2900;3600;3600;3600;3600;3600;3600;3600
produto vegano;BRL;8100;0%;-19%;Alto;100;0,44;2,5;;;;;;8100;8100;6600;6600;6600;8100;18100;9900;8100;6600;8100;6600
produto vegano natura;BRL;140;29%;-47%;Alto;100;0,56;1,74;;;;;;210;170;140;110;110;110;170;110;90;70;90;90
produtos beleza naturais;BRL;10;0%;0%;Alto;100;0,9;10,98;;;;;;10;20;20;10;10;10;10;10;10;10;10;10
produtos beleza veganos;BRL;30;200%;-25%;Alto;100;0,89;3,17;;;;;;20;40;40;40;10;40;40;30;20;10;20;30
produtos capilares veganos;BRL;70;-43%;-43%;Alto;100;0,48;1,18;;;;;;50;50;50;50;50;50;140;90;70;70;70;40
produtos cosmeticos;BRL;1600;0%;-16%;Alto;100;0,69;1,93;;;;;;1600;1600;1300;1300;1600;1900;2400;1900;1900;1600;1900;1600
produtos cosmeticos naturais;BRL;140;0%;-48%;Alto;100;0,91;2,06;;;;;;170;170;140;140;90;170;210;210;170;110;170;110
produtos cosmeticos naturais e organicos;BRL;20;200%;200%;Alto;100;0,77;2,26;;;;;;10;10;10;20;20;30;10;20;10;10;10;30
produtos cosmeticos organicos;BRL;20;-50%;-75%;Alto;100;0,92;2,19;;;;;;30;20;10;10;30;10;50;20;30;20;10;10
produtos cosmeticos veganos;BRL;170;56%;0%;Alto;100;0,74;2,09;;;;;;140;140;140;70;90;170;480;260;140;90;140;140
produtos cosméticos atacado;BRL;90;22%;22%;Alto;100;0,52;1,36;;;;;;90;70;70;90;110;140;90;70;90;90;140;110
produtos cosméticos para revenda;BRL;90;0%;-36%;Alto;100;0,7;2,35;;;;;;90;140;70;90;90;70;70;90;70;70;90;70
produtos da natureza cosméticos;BRL;40;-29%;0%;Alto;100;0,31;15,16;;;;;;70;20;30;30;30;20;40;30;20;70;20;50
produtos de beleza naturais;BRL;140;57%;-48%;Alto;100;0,83;2,11;;;;;;140;110;140;110;110;140;170;110;140;70;110;110
produtos de beleza organicos;BRL;50;25%;0%;Alto;100;0,67;2,27;;;;;;70;90;40;50;50;70;50;50;30;40;50;50
produtos de beleza veganos para revenda;BRL;20;-50%;-50%;Alto;100;0,73;1,91;;;;;;10;20;10;10;20;10;20;10;20;20;20;10
produtos de cabelo vegano;BRL;320;-19%;-19%;Alto;100;0,46;2,03;;;;;;320;260;260;260;210;260;880;480;320;320;260;260
produtos de cosmeticos atacado;BRL;20;200%;200%;Alto;100;0,48;1,17;;;;;;10;10;20;30;30;10;20;10;10;10;20;30
produtos de cosméticos para revender;BRL;70;29%;-18%;Alto;100;0,63;1,61;;;;;;90;50;50;90;70;70;50;70;70;70;50;90
produtos de maquiagem veganos;BRL;90;240%;89%;Alto;100;0,49;0,89;;;;;;70;40;40;30;20;50;390;70;70;50;70;170
produtos e cosméticos;BRL;50;25%;0%;Alto;100;0,73;2,32;;;;;;50;50;50;50;70;40;70;30;40;40;70;50
produtos natura cosmeticos;BRL;50;0%;0%;Alto;96;0,37;1,28;;;;;;40;40;40;40;40;50;90;50;20;40;50;40
produtos natura sao veganos;BRL;20;0%;-50%;Médio;60;0,69;0,92;;;;;;20;10;30;20;10;10;50;20;20;10;10;10
produtos natura veganos;BRL;20;200%;50%;Alto;88;0,61;2,37;;;;;;20;20;20;20;20;10;40;20;30;10;10;30
produtos naturais beleza;BRL;40;50%;-25%;Alto;100;0,79;2,12;;;;;;30;50;30;30;50;50;40;30;30;20;30;30
produtos naturais cosmeticos;BRL;170;24%;0%;Alto;100;0,89;2,07;;;;;;170;170;110;170;140;170;260;210;170;170;260;210
produtos naturais de beleza;BRL;70;-22%;-36%;Alto;100;0,74;2,07;;;;;;90;50;70;90;70;90;90;70;50;90;40;70
produtos naturais e orgânicos;BRL;20;0%;-50%;Alto;75;0,5;2,28;;;;;;20;10;20;20;10;20;30;20;20;10;10;10
produtos naturais e veganos;BRL;90;875%;680%;Baixo;24;0,72;3,14;;;;;;50;110;30;50;50;70;70;50;40;40;170;390
produtos naturais marcas;BRL;30;-33%;-33%;Alto;100;0,49;1,4;;;;;;20;10;10;30;20;40;30;40;30;30;40;20
produtos naturais organicos;BRL;40;-25%;-25%;Alto;90;0,65;2,5;;;;;;50;40;30;30;30;40;50;30;30;40;40;30
produtos naturais organicos e veganos;BRL;20;0%;-50%;Alto;100;0,65;3,15;;;;;;20;20;20;20;10;20;20;10;20;10;20;10
produtos naturais para beleza;BRL;20;0%;-25%;Alto;100;0,83;2,08;;;;;;20;30;10;20;20;20;30;20;20;30;20;30
produtos naturais sabonetes;BRL;20;-50%;0%;Alto;100;0,6;1,53;;;;;;10;10;20;30;10;20;20;20;10;20;20;10
produtos naturais veganos;BRL;110;1080%;743%;Baixo;31;0,53;3,02;;;;;;70;70;50;50;50;50;70;40;50;50;390;590
produtos natureza cosméticos;BRL;140;0%;133%;Alto;100;0,29;9,28;;;;;;90;110;110;110;140;140;170;110;140;210;140;210
produtos organicos cosmeticos;BRL;30;0%;-25%;Alto;100;0,64;3,24;;;;;;20;50;20;20;20;20;40;40;70;30;30;30
produtos organicos e naturais;BRL;50;40%;75%;Alto;100;0,53;3,06;;;;;;40;70;30;50;50;50;90;70;50;50;70;70
produtos para cabelos veganos;BRL;210;0%;-19%;Alto;100;0,5;1,64;;;;;;210;170;140;210;140;260;390;260;170;170;140;170
produtos para cosmeticos naturais;BRL;50;0%;-40%;Alto;100;0,74;1,65;;;;;;70;70;40;40;30;70;50;50;50;30;20;30
produtos para loja de cosmeticos;BRL;30;50%;-25%;Alto;100;0,55;1,62;;;;;;50;40;20;20;30;30;30;50;30;20;20;30
produtos para revenda cosméticos;BRL;30;-25%;0%;Alto;100;0,57;1,66;;;;;;30;50;30;40;30;20;20;30;30;40;30;30
produtos para veganos;BRL;30;100%;0%;Alto;100;0,36;2,06;;;;;;30;30;30;20;10;30;20;30;30;20;30;40
produtos vegano;BRL;8100;0%;-19%;Alto;100;0,44;2,5;;;;;;8100;8100;6600;6600;6600;8100;18100;9900;8100;6600;8100;6600
produtos veganos;BRL;8100;0%;-19%;Alto;100;0,44;2,5;;;;;;8100;8100;6600;6600;6600;8100;18100;9900;8100;6600;8100;6600
produtos veganos atacado;BRL;70;0%;40%;Alto;100;0,48;1,87;;;;;;50;40;50;70;50;90;70;70;70;70;70;70
produtos veganos beleza;BRL;40;0%;-86%;Alto;100;1,14;3,14;;;;;;70;50;40;50;40;40;40;40;20;10;10;10
produtos veganos cosmeticos;BRL;590;0%;50%;Alto;100;0,84;2,09;;;;;;390;480;590;390;390;480;1900;720;480;480;480;480
produtos veganos da natura;BRL;50;0%;0%;Alto;92;0,62;1,57;;;;;;50;90;50;50;30;50;90;70;50;50;50;50
produtos veganos de beleza;BRL;30;200%;-25%;Alto;100;0,79;2,12;;;;;;40;30;20;20;20;20;70;30;20;10;20;30
produtos veganos e naturais;BRL;20;100%;0%;Alto;100;0,57;2,34;;;;;;20;10;20;20;20;10;10;20;10;10;20;20
produtos veganos fortaleza;BRL;50;-20%;-20%;Alto;69;0,22;1,24;;;;;;40;90;50;90;30;30;70;30;40;50;30;40
produtos veganos maquiagem;BRL;40;250%;133%;Alto;100;0,47;1,08;;;;;;30;30;20;30;10;20;140;40;40;20;30;70
produtos veganos natura;BRL;140;29%;-47%;Alto;100;0,56;1,74;;;;;;210;170;140;110;110;110;170;110;90;70;90;90
produtos veganos para revenda;BRL;110;-18%;29%;Alto;100;0,5;1,51;;;;;;70;50;70;110;140;140;170;170;140;110;110;90
produtos veganos para revender;BRL;110;-18%;29%;Alto;100;0,5;1,51;;;;;;70;50;70;110;140;140;170;170;140;110;110;90
produtos veganos revenda;BRL;10;0%;0%;Alto;100;0,52;1,68;;;;;;10;10;10;20;10;20;20;20;20;10;10;10
quais produtos da natura são veganos;BRL;20;0%;-50%;Médio;36;0,67;1,73;;;;;;30;10;30;10;10;20;40;20;20;10;20;10
representante cosmeticos;BRL;110;-36%;-18%;Alto;100;0,62;2,35;;;;;;110;70;70;140;90;70;110;140;90;140;90;90
representante de cosméticos;BRL;390;22%;-19%;Alto;99;0,59;1,8;;;;;;480;390;320;480;390;390;390;320;390;320;390;390
representante de cosméticos para lojas;BRL;50;-29%;-29%;Alto;82;0,72;2,24;;;;;;40;50;40;70;50;50;40;50;90;70;40;50
revenda cosmetico;BRL;5400;-18%;-56%;Alto;97;0,68;2,7;;;;;;8100;9900;6600;5400;4400;5400;5400;4400;4400;4400;4400;3600
revenda cosmeticos naturais;BRL;140;-18%;-36%;Alto;100;0,7;1,74;;;;;;140;140;90;140;110;210;170;140;140;110;90;90
revenda cosmético;BRL;5400;-18%;-56%;Alto;97;0,68;2,7;;;;;;8100;9900;6600;5400;4400;5400;5400;4400;4400;4400;4400;3600
revenda de cosmetico;BRL;22200;-18%;-63%;Alto;97;0,6;2,51;;;;;;27100;33100;22200;22200;18100;18100;22200;18100;14800;14800;14800;12100
revenda de cosméticos naturais;BRL;70;0%;-29%;Alto;100;0,71;2,04;;;;;;70;40;50;70;70;90;70;70;70;50;40;50
revenda de produtos veganos;BRL;40;-33%;-33%;Alto;100;0,42;1,36;;;;;;20;30;20;70;50;50;50;40;40;30;30;20
revenda dos cosmeticos;BRL;70;0%;-55%;Alto;100;0,52;2,88;;;;;;90;90;70;70;70;50;90;40;70;50;40;50
revenda produtos veganos;BRL;90;-29%;-55%;Alto;94;0,44;1,26;;;;;;140;110;70;90;110;110;90;90;70;70;70;50
revenda sabonetes naturais;BRL;20;0%;-25%;Alto;100;0,45;1,38;;;;;;20;10;10;20;30;30;30;30;20;30;30;30
revender cosmeticos;BRL;5400;-18%;-56%;Alto;97;0,68;2,7;;;;;;8100;9900;6600;5400;4400;5400;5400;4400;4400;4400;4400;3600
revender cosméticos veganos;BRL;30;0%;-40%;Alto;100;0,78;2,08;;;;;;30;20;20;30;30;40;50;30;40;30;20;30
revender produtos veganos;BRL;90;-29%;-55%;Alto;94;0,44;1,26;;;;;;140;110;70;90;110;110;90;90;70;70;70;50
sabonete natura vegano;BRL;30;50%;50%;Alto;100;0,42;1,15;;;;;;30;40;70;20;30;20;50;50;30;20;30;30
sabonete natura é vegano;BRL;20;0%;-50%;Alto;95;0,48;0,81;;;;;;20;20;20;10;20;20;30;40;20;10;20;10
sabonete vegano natura;BRL;70;-44%;-29%;Alto;100;0,53;1,28;;;;;;70;50;70;90;70;90;140;110;70;90;70;50
sc cosmeticos;BRL;20;-67%;-86%;Médio;38;0,42;1,28;;;;;;20;20;20;10;10;20;30;20;20;30;10;10
site cosmetico;BRL;480;-19%;0%;Alto;100;0,96;3,33;;;;;;480;720;480;480;390;590;590;480;590;590;480;480
site cosmeticos;BRL;480;-19%;0%;Alto;100;0,96;3,33;;;;;;480;720;480;480;390;590;590;480;590;590;480;480
