Keyword;Currency;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Oct 2020;Searches: Nov 2020;Searches: Dec 2020;Searches: Jan 2021;Searches: Feb 2021;Searches: Mar 2021;Searches: Apr 2021;Searches: May 2021;Searches: Jun 2021;Searches: Jul 2021;Searches: Aug 2021;Searches: Sep 2021
loja de cremes;BRL;170;-21%;-35%;Alto;100;0,79;2,38;;;;;;140;170;210;140;140;170;170;140;140;140;170;110
loja de produto;BRL;720;-18%;0%;Baixo;25;0,94;4,75;;;;;;720;720;720;720;720;880;880;720;720;880;720;720
loja de produto de cabelo;BRL;1300;-19%;-19%;Alto;100;0,86;2,37;;;;;;1300;1600;1600;1300;1300;1300;1300;1300;1300;1600;1300;1300
loja de produto para cabelo;BRL;590;0%;0%;Alto;100;0,95;2,41;;;;;;480;590;590;590;480;590;590;590;590;590;590;590
loja de produtos cabelo;BRL;50;0%;-43%;Alto;100;0,98;2,81;;;;;;50;70;50;50;70;70;70;70;50;40;50;40
loja de produtos cosmeticos;BRL;110;22%;-35%;Alto;97;0,79;2,26;;;;;;140;110;110;110;90;110;140;110;110;90;110;110
loja de produtos cosmeticos naturais;BRL;10;0%;0%;Alto;100;0,79;3,18;;;;;;20;20;10;10;10;20;10;20;10;10;10;10
loja de produtos de;BRL;70;0%;40%;Baixo;16;0,77;3,94;;;;;;50;50;40;70;50;70;70;70;50;70;50;70
loja de produtos de cosmeticos;BRL;10;0%;-50%;Alto;98;0,53;1,38;;;;;;20;10;20;10;20;20;20;20;10;10;20;10
loja de produtos de skin care;BRL;20;0%;100%;Alto;100;0,75;3,05;;;;;;20;20;10;30;30;30;30;20;20;20;10;20
loja de produtos skin care;BRL;30;-50%;-67%;Alto;100;0,54;1,77;;;;;;40;30;40;30;30;30;30;20;20;20;20;10
loja de shampoo;BRL;210;24%;0%;Alto;98;0,69;2,59;;;;;;210;210;210;170;170;260;210;260;170;170;210;210
loja de shampoo online;BRL;30;50%;-25%;Alto;100;0,89;3,43;;;;;;30;30;20;30;20;40;40;40;20;20;10;30
loja do cosmetico;BRL;20;0%;-67%;Médio;57;;;;;;;;20;20;30;20;20;20;30;10;10;10;10;10
loja dos cosmeticos;BRL;390;0%;-33%;Alto;89;0,61;1,79;;;;;;390;480;480;320;320;320;320;390;320;320;320;320
loja online cosmeticos;BRL;170;-48%;-48%;Alto;100;0,88;4,84;;;;;;170;210;170;170;170;260;210;140;170;210;140;110
loja online de cosmeticos;BRL;320;23%;-18%;Alto;100;0,88;3,78;;;;;;390;390;260;390;390;390;390;320;260;260;260;320
loja para produtos de cabelo;BRL;50;67%;0%;Alto;96;0,79;2,28;;;;;;70;50;40;40;40;40;40;50;50;30;50;50
loja produto cabelo;BRL;170;-19%;-35%;Alto;99;0,93;2,41;;;;;;210;210;140;210;140;170;210;170;170;210;260;170
loja produto de cabelo;BRL;260;23%;23%;Alto;83;0,99;2,39;;;;;;260;320;320;260;210;260;260;260;260;260;260;320
loja produtos cosmeticos;BRL;30;-33%;0%;Alto;100;0,83;1,8;;;;;;70;20;40;20;20;20;40;20;20;30;20;20
loja revenda de cosméticos;BRL;20;-50%;-80%;Alto;100;0,38;1,17;;;;;;50;30;40;20;20;20;20;20;10;20;20;10
loja skin care;BRL;110;-50%;-36%;Alto;100;0,73;1,91;;;;;;110;140;110;140;90;170;170;170;110;140;140;70
lojas produtos;BRL;110;-18%;-18%;Baixo;31;1,18;4,2;;;;;;110;110;90;110;90;140;90;140;110;110;90;90
lojas shampoo;BRL;110;27%;100%;Alto;100;0,69;2,89;;;;;;110;90;110;70;70;110;110;110;110;110;140;140
lojas shampoo cosmeticos;BRL;10;0%;0%;Alto;100;0,49;1,65;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
marca cosmeticos naturais;BRL;30;50%;-25%;Alto;100;0,84;2,58;;;;;;40;40;30;30;40;40;40;40;20;20;10;30
marca cosmeticos veganos;BRL;40;0%;33%;Alto;100;0,73;2,98;;;;;;50;40;40;20;20;30;90;40;30;40;30;40
marca de cosmeticos naturais;BRL;210;24%;-34%;Alto;100;0,8;2,06;;;;;;210;210;170;210;170;210;260;210;210;170;140;210
marca de cosméticos;BRL;1000;0%;14%;Alto;91;0,52;1,56;;;;;;880;720;720;880;720;880;1300;1000;1000;1000;1300;1000
marca de cosméticos veganos;BRL;170;0%;-35%;Alto;100;0,66;1,8;;;;;;210;170;140;90;70;70;590;210;140;110;90;110
marca vegana;BRL;210;24%;0%;Alto;81;0,53;1,28;;;;;;260;210;170;170;170;210;480;320;260;170;170;210
marcas cosmeticos brasil;BRL;20;0%;-50%;Alto;80;0,53;10,91;;;;;;20;40;20;10;20;10;30;20;20;10;20;10
marcas cosmeticos naturais;BRL;40;0%;-57%;Alto;100;1,02;2,1;;;;;;30;50;50;50;40;70;50;50;30;30;30;30
marcas cosméticos veganos;BRL;40;0%;33%;Alto;100;0,73;2,98;;;;;;50;40;40;20;20;30;90;40;30;40;30;40
marcas de cosméticos orgânicos;BRL;90;0%;80%;Alto;100;0,58;2,03;;;;;;40;70;70;110;70;70;140;110;70;90;90;90
marcas de shampoo naturais;BRL;40;-25%;-57%;Alto;100;0,54;0,98;;;;;;40;30;20;40;30;70;40;70;50;40;40;30
marcas naturais;BRL;70;0%;-22%;Alto;78;0,45;1,24;;;;;;90;40;50;40;50;50;70;70;70;70;70;70
marcas produtos naturais;BRL;90;40%;-50%;Alto;74;0,46;1,43;;;;;;90;70;70;90;90;110;110;110;110;50;90;70
marcas vegana;BRL;210;24%;0%;Alto;81;0,53;1,28;;;;;;260;210;170;170;170;210;480;320;260;170;170;210
marcas veganas de skincare;BRL;10;0%;0%;Alto;100;;;;;;;;10;10;10;10;10;20;40;10;10;10;10;10
mercado cosmetico;BRL;10;0%;-50%;Baixo;1;;;;;;;;10;30;10;10;20;10;10;30;10;10;10;10
mercado cosméticos naturais;BRL;10;0%;-50%;Alto;100;0,96;2,55;;;;;;20;20;20;20;10;20;10;20;10;10;10;10
natura cosmeticos telefone;BRL;140;55%;21%;Baixo;26;0,43;1,82;;;;;;170;110;110;140;110;170;170;140;110;110;170;170
natural cosmeticos;BRL;260;22%;22%;Alto;100;0,89;2,93;;;;;;260;260;170;210;210;210;210;210;260;320;390;390
natural organico;BRL;170;0%;0%;Alto;100;0,78;7,66;;;;;;170;170;140;140;170;210;170;170;170;170;170;170
natural vegano;BRL;260;-34%;-34%;Alto;99;0,47;2,28;;;;;;260;210;170;170;140;110;170;320;480;320;480;210
natural vegano franquia;BRL;40;0%;-57%;Alto;81;1,41;3,17;;;;;;50;20;10;20;30;10;30;70;90;30;70;30
nesh cosmeticos;BRL;320;22%;700%;Médio;52;0,62;2,82;;;;;;90;90;110;110;90;210;390;390;480;590;590;720
nesh cosméticos;BRL;320;22%;700%;Médio;52;0,62;2,82;;;;;;90;90;110;110;90;210;390;390;480;590;590;720
nesh curitiba;BRL;20;0%;-50%;Baixo;2;;;;;;;;20;30;30;10;20;10;20;30;10;10;10;10
nesh eco cosmeticos;BRL;20;0%;-75%;Alto;74;0,83;2,66;;;;;;30;70;50;30;30;10;10;10;20;10;10;10
organica cosmeticos;BRL;880;0%;0%;Alto;100;1,25;7,49;;;;;;880;880;720;720;720;880;880;880;880;720;880;720
organica produtos naturais;BRL;50;80%;200%;Alto;100;0,28;1,43;;;;;;40;40;30;40;40;50;50;40;50;50;70;90
organico loja;BRL;40;50%;-25%;Alto;100;0,83;6,28;;;;;;40;70;50;30;30;40;50;50;30;20;30;30
orgânica cosméticos;BRL;880;0%;0%;Alto;100;1,25;7,49;;;;;;880;880;720;720;720;880;880;880;880;720;880;720
orgânico natural cosméticos;BRL;40;-50%;-80%;Alto;100;1,11;4,78;;;;;;50;70;70;50;30;40;40;50;10;20;20;10
para cosméticos;BRL;30;25%;67%;Médio;59;0,6;3,07;;;;;;30;30;30;30;20;30;50;30;40;40;30;50
preços natura;BRL;110;0%;-36%;Alto;100;0,21;1,15;;;;;;70;140;170;90;70;110;110;110;90;70;90;70
preços produtos natura;BRL;140;-36%;-22%;Alto;100;0,22;0,8;;;;;;140;170;210;170;170;170;170;210;110;110;90;70
produto cosmetico;BRL;1600;0%;-16%;Alto;100;0,69;1,93;;;;;;1600;1600;1300;1300;1600;1900;2400;1900;1900;1600;1900;1600
produto cosméticos;BRL;1600;0%;-16%;Alto;100;0,69;1,93;;;;;;1600;1600;1300;1300;1600;1900;2400;1900;1900;1600;1900;1600
produto de cosmético;BRL;390;0%;0%;Alto;100;0,69;2,06;;;;;;320;390;260;260;260;390;390;390;390;390;480;390
produto de skin care;BRL;9900;-33%;23%;Alto;100;0,75;1,99;;;;;;8100;8100;8100;9900;8100;12100;14800;12100;9900;12100;9900;8100
produto natural;BRL;3600;0%;-18%;Alto;91;0,61;1,63;;;;;;3600;2900;2900;2900;2900;3600;3600;3600;3600;3600;3600;3600
produto para skin care;BRL;6600;0%;22%;Alto;100;0,74;2,14;;;;;;5400;6600;5400;6600;5400;8100;8100;8100;6600;6600;6600;6600
produto skin care;BRL;6600;-18%;-18%;Alto;100;0,85;2,51;;;;;;6600;6600;6600;6600;6600;8100;9900;8100;6600;6600;6600;5400
produto vegano;BRL;8100;0%;-19%;Alto;100;0,44;2,5;;;;;;8100;8100;6600;6600;6600;8100;18100;9900;8100;6600;8100;6600
produtos corpo;BRL;10;0%;0%;Alto;84;0,77;3,01;;;;;;10;10;20;10;10;10;10;10;10;10;10;10
produtos cosmeticos;BRL;1600;0%;-16%;Alto;100;0,69;1,93;;;;;;1600;1600;1300;1300;1600;1900;2400;1900;1900;1600;1900;1600
produtos cosmeticos naturais;BRL;140;0%;-48%;Alto;100;0,91;2,06;;;;;;170;170;140;140;90;170;210;210;170;110;170;110
produtos cosmeticos naturais e organicos;BRL;20;200%;200%;Alto;100;0,77;2,26;;;;;;10;10;10;20;20;30;10;20;10;10;10;30
produtos cosmeticos organicos;BRL;20;-50%;-75%;Alto;100;0,92;2,19;;;;;;30;20;10;10;30;10;50;20;30;20;10;10
produtos cosmeticos veganos;BRL;170;56%;0%;Alto;100;0,74;2,09;;;;;;140;140;140;70;90;170;480;260;140;90;140;140
produtos da natureza cosméticos;BRL;40;-29%;0%;Alto;100;0,31;15,16;;;;;;70;20;30;30;30;20;40;30;20;70;20;50
produtos da skin;BRL;20;0%;0%;Alto;100;0,75;5,19;;;;;;40;20;20;20;10;10;20;30;20;20;40;20
produtos da skin care;BRL;70;75%;-36%;Alto;100;0,78;2,24;;;;;;90;70;70;90;70;90;110;90;70;40;70;70
produtos de cabelo;BRL;8100;0%;0%;Alto;100;0,7;2,14;;;;;;8100;8100;6600;6600;6600;8100;8100;8100;8100;8100;8100;8100
produtos de cabelo vegano;BRL;320;-19%;-19%;Alto;100;0,46;2,03;;;;;;320;260;260;260;210;260;880;480;320;320;260;260
produtos de corpo;BRL;30;-50%;0%;Alto;91;;;;;;;;30;30;30;30;20;30;40;50;40;40;40;20
produtos de skincare veganos;BRL;110;-50%;75%;Alto;100;0,69;2,4;;;;;;70;40;70;70;70;50;260;260;210;140;110;70
produtos e cosméticos;BRL;50;25%;0%;Alto;100;0,73;2,32;;;;;;50;50;50;50;70;40;70;30;40;40;70;50
produtos limpeza de pele;BRL;1300;0%;0%;Alto;100;0,44;1,86;;;;;;1000;1000;1000;1300;1000;1300;1300;1300;1300;1300;1300;1300
produtos loja;BRL;50;75%;133%;Médio;36;1,25;4,99;;;;;;50;40;30;30;50;50;30;50;50;40;50;70
produtos natura cosmeticos;BRL;50;0%;0%;Alto;96;0,37;1,28;;;;;;40;40;40;40;40;50;90;50;20;40;50;40
produtos naturais cosmeticos;BRL;170;24%;0%;Alto;100;0,89;2,07;;;;;;170;170;110;170;140;170;260;210;170;170;260;210
produtos naturais e orgânicos;BRL;20;0%;-50%;Alto;75;0,5;2,28;;;;;;20;10;20;20;10;20;30;20;20;10;10;10
produtos naturais e veganos;BRL;90;875%;680%;Baixo;24;0,72;3,14;;;;;;50;110;30;50;50;70;70;50;40;40;170;390
produtos naturais marcas;BRL;30;-33%;-33%;Alto;100;0,49;1,4;;;;;;20;10;10;30;20;40;30;40;30;30;40;20
produtos naturais organicos;BRL;40;-25%;-25%;Alto;90;0,65;2,5;;;;;;50;40;30;30;30;40;50;30;30;40;40;30
produtos naturais organicos e veganos;BRL;20;0%;-50%;Alto;100;0,65;3,15;;;;;;20;20;20;20;10;20;20;10;20;10;20;10
produtos naturais pele;BRL;40;-25%;-25%;Alto;100;0,54;1,56;;;;;;30;50;30;50;30;70;40;50;30;40;30;30
produtos naturais sabonetes;BRL;20;-50%;0%;Alto;100;0,6;1,53;;;;;;10;10;20;30;10;20;20;20;10;20;20;10
produtos naturais veganos;BRL;110;1080%;743%;Baixo;31;0,53;3,02;;;;;;70;70;50;50;50;50;70;40;50;50;390;590
produtos natureza cosméticos;BRL;140;0%;133%;Alto;100;0,29;9,28;;;;;;90;110;110;110;140;140;170;110;140;210;140;210
produtos organicos cosmeticos;BRL;30;0%;-25%;Alto;100;0,64;3,24;;;;;;20;50;20;20;20;20;40;40;70;30;30;30
produtos para cabelos veganos;BRL;210;0%;-19%;Alto;100;0,5;1,64;;;;;;210;170;140;210;140;260;390;260;170;170;140;170
produtos para corpo;BRL;70;-29%;-29%;Alto;98;0,84;2,13;;;;;;70;90;70;90;70;70;90;40;70;70;50;50
produtos para cosmeticos naturais;BRL;50;0%;-40%;Alto;100;0,74;1,65;;;;;;70;70;40;40;30;70;50;50;50;30;20;30
produtos para loja de cosmeticos;BRL;30;50%;-25%;Alto;100;0,55;1,62;;;;;;50;40;20;20;30;30;30;50;30;20;20;30
produtos para o corpo;BRL;210;-35%;21%;Alto;100;0,52;2,2;;;;;;260;170;210;210;170;260;260;210;260;260;210;170
produtos para veganos;BRL;30;100%;0%;Alto;100;0,36;2,06;;;;;;30;30;30;20;10;30;20;30;30;20;30;40
produtos skin;BRL;110;-18%;-18%;Alto;100;0,76;5,21;;;;;;90;170;170;110;70;90;110;110;110;110;90;90
produtos skin care veganos;BRL;70;-22%;40%;Alto;100;0,73;2,57;;;;;;70;40;50;40;40;50;170;140;110;90;50;70
produtos vegano;BRL;8100;0%;-19%;Alto;100;0,44;2,5;;;;;;8100;8100;6600;6600;6600;8100;18100;9900;8100;6600;8100;6600
produtos vegano para cabelo;BRL;1000;0%;0%;Alto;100;0,48;1,58;;;;;;880;880;1000;880;720;1000;1900;1300;1000;1000;880;1000
produtos veganos;BRL;8100;0%;-19%;Alto;100;0,44;2,5;;;;;;8100;8100;6600;6600;6600;8100;18100;9900;8100;6600;8100;6600
produtos veganos cabelo;BRL;50;0%;-43%;Alto;100;0,46;1,91;;;;;;50;50;30;40;40;50;90;50;50;40;70;40
produtos veganos cosmeticos;BRL;590;0%;50%;Alto;100;0,84;2,09;;;;;;390;480;590;390;390;480;1900;720;480;480;480;480
produtos veganos e naturais;BRL;20;100%;0%;Alto;100;0,57;2,34;;;;;;20;10;20;20;20;10;10;20;10;10;20;20
produtos veganos para o cabelo;BRL;30;0%;50%;Alto;100;0,6;1,15;;;;;;30;30;30;30;10;20;40;20;30;30;20;30
produtos veganos para pele;BRL;320;-19%;-33%;Alto;100;0,6;1,5;;;;;;390;320;260;210;210;320;590;390;320;320;260;260
produtos veganos pele;BRL;20;0%;0%;Alto;100;0,73;2,45;;;;;;20;10;20;10;10;10;50;90;30;10;20;10
produtos veganos revenda;BRL;10;0%;0%;Alto;100;0,52;1,68;;;;;;10;10;10;20;10;20;20;20;20;10;10;10
produtos veganos skin care;BRL;20;0%;50%;Alto;100;0,69;2,39;;;;;;20;10;20;20;20;10;50;30;20;30;20;30
revenda cosmeticos naturais;BRL;140;-18%;-36%;Alto;100;0,7;1,74;;;;;;140;140;90;140;110;210;170;140;140;110;90;90
revenda de cosméticos naturais;BRL;70;0%;-29%;Alto;100;0,71;2,04;;;;;;70;40;50;70;70;90;70;70;70;50;40;50
revenda produtos veganos;BRL;90;-29%;-55%;Alto;94;0,44;1,26;;;;;;140;110;70;90;110;110;90;90;70;70;70;50
serum e hidratante;BRL;20;-50%;-50%;Alto;100;0,9;2,52;;;;;;20;20;10;10;20;10;20;20;20;20;20;10
serum vegano;BRL;320;0%;-18%;Alto;100;0,77;2,31;;;;;;390;320;260;320;320;320;480;480;320;320;320;320
serum é hidratante;BRL;90;-36%;-22%;Alto;100;0,89;2,08;;;;;;70;90;70;90;70;90;110;110;90;110;70;70
seruns hidratantes;BRL;1900;0%;-17%;Alto;100;1,06;3,09;;;;;;2400;2400;1900;1900;1600;1900;2400;2400;2400;2400;2400;2400
shampoo casa;BRL;20;0%;100%;Alto;100;0,47;1,5;;;;;;10;10;10;10;10;30;20;10;20;20;20;20
shampoo comprar online;BRL;10;0%;0%;Alto;100;;;;;;;;10;10;10;10;10;10;10;10;10;10;10;10
shampoo cosméticos;BRL;70;0%;0%;Alto;100;0,88;4,41;;;;;;70;70;50;50;70;50;50;70;50;70;110;70
shampoo loja;BRL;10;0%;-50%;Alto;100;1,21;6,86;;;;;;20;20;10;10;10;10;10;20;10;10;10;10
shampoo no;BRL;110;0%;57%;Baixo;20;0,52;3,32;;;;;;70;90;90;90;70;90;110;140;90;110;110;110
site cosmetico;BRL;480;-19%;0%;Alto;100;0,96;3,33;;;;;;480;720;480;480;390;590;590;480;590;590;480;480
site cosmeticos;BRL;480;-19%;0%;Alto;100;0,96;3,33;;;;;;480;720;480;480;390;590;590;480;590;590;480;480
site cosmetics;BRL;480;-19%;0%;Alto;100;0,96;3,33;;;;;;480;720;480;480;390;590;590;480;590;590;480;480
site de compra de cosméticos;BRL;50;0%;0%;Alto;100;1,03;4,19;;;;;;50;70;40;40;50;50;70;50;30;40;50;40
site de cosmetico;BRL;1300;0%;-19%;Alto;100;0,86;3,3;;;;;;1300;1900;1300;1300;1300;1600;1600;1600;1300;1300;1300;1300
site de produtos;BRL;110;0%;-21%;Médio;49;1,1;5,13;;;;;;140;140;90;110;70;140;140;140;140;110;110;110
site de produtos de cabelo;BRL;590;0%;0%;Alto;100;0,9;3,4;;;;;;590;720;590;590;590;720;720;590;480;590;590;590
site de venda de cosmeticos;BRL;50;0%;-44%;Alto;100;0,87;4,11;;;;;;40;90;50;40;50;70;50;30;40;50;40;50
site para comprar cosmeticos;BRL;210;0%;-81%;Alto;100;1,01;4,44;;;;;;480;480;210;210;210;260;210;140;140;110;140;110
site produtos;BRL;30;-25%;0%;Baixo;32;1,2;3,13;;;;;;40;30;20;30;20;30;30;40;30;40;40;30
site produtos cabelo;BRL;10;0%;100%;Alto;100;0,72;4,05;;;;;;10;20;20;10;10;20;20;10;20;20;10;20
site revenda de cosmeticos;BRL;260;-21%;-72%;Alto;98;0,43;1,43;;;;;;390;320;320;320;170;170;320;210;140;140;170;110
skin care;BRL;246000;-18%;-18%;Alto;100;0,7;1,93;;;;;;246000;246000;246000;246000;201000;301000;301000;246000;246000;246000;201000;201000
skin care comprar;BRL;140;0%;-47%;Alto;99;0,82;4,1;;;;;;110;140;140;170;70;210;170;140;90;90;90;90
skin care loja;BRL;90;-29%;-29%;Alto;100;0,71;3,49;;;;;;70;90;90;70;110;110;90;70;70;70;50;50
skin care produto;BRL;12100;-18%;22%;Alto;100;0,76;2,12;;;;;;8100;9900;9900;9900;9900;14800;14800;14800;9900;12100;9900;9900
skin care vegana;BRL;880;-18%;0%;Alto;100;0,71;3,43;;;;;;590;720;720;880;590;880;1900;1300;880;880;880;720
skin produtos;BRL;20;0%;-50%;Alto;100;0,77;3;;;;;;20;20;20;20;20;10;10;10;10;10;30;10
skincare vegano;BRL;880;-18%;0%;Alto;100;0,71;3,43;;;;;;590;720;720;880;590;880;1900;1300;880;880;880;720
sérum facial hidratante;BRL;30;0%;200%;Alto;100;1,86;2,56;;;;;;30;20;30;40;20;10;30;20;20;30;20;30
sérum natural;BRL;30;0%;-60%;Alto;100;;;;;;;;40;50;40;30;30;40;20;40;10;20;10;20
telefone cosmética;BRL;30;0%;-25%;Baixo;13;1,18;2,74;;;;;;30;30;40;20;50;50;30;30;40;30;20;30
telefone da cosmética;BRL;50;-20%;-20%;Baixo;23;0,96;2,28;;;;;;50;30;70;40;40;50;50;50;50;50;40;40
telefone da loja de cosméticos;BRL;20;0%;0%;Baixo;9;0,92;5,77;;;;;;20;10;20;10;20;30;20;20;20;20;20;20
telefone da natura cosméticos;BRL;170;129%;129%;Baixo;24;0,42;1,37;;;;;;140;170;140;90;170;140;140;140;140;170;170;390
telefone de cosméticos;BRL;20;0%;100%;Baixo;24;1,07;3,67;;;;;;10;20;20;20;10;10;10;30;10;20;20;20
telefone natura cosméticos;BRL;50;0%;0%;Baixo;29;0,44;1,31;;;;;;90;50;50;30;50;50;40;50;50;50;70;50
vegana cosmeticos;BRL;260;86%;50%;Alto;100;0,76;2,13;;;;;;260;210;210;210;210;260;320;210;260;210;480;390
vegana marca;BRL;30;33%;33%;Alto;100;0,51;1,03;;;;;;20;20;30;40;30;50;50;40;30;30;20;40
venda de cosméticos naturais e artesanais;BRL;30;-20%;∞;Alto;100;0,91;2,1;;;;;;0;0;0;0;40;50;50;30;40;50;40;40
vender cosméticos;BRL;210;-18%;-33%;Alto;94;1,53;8,13;;;;;;210;210;170;260;170;210;210;210;260;170;170;140
vender cosméticos naturais;BRL;50;-33%;-71%;Alto;99;0,8;1,97;;;;;;70;30;50;70;50;50;50;40;40;30;30;20
é cosmético;BRL;720;-18%;0%;Alto;100;0,71;3;;;;;;590;720;720;590;590;590;590;720;720;720;720;590
